ID,AttackingWorkRate,DefensiveWorkRate
223909,Medium,Medium
221605,Medium,Low
242343,Medium,Medium
246951,High,High
247467,Medium,Medium
188071,High,Medium
232619,High,Medium
260266,Medium,High
193706,Medium,High
243882,High,Medium
242090,Medium,Low
192169,Medium,High
246441,High,Medium
211881,Medium,Medium
208297,Medium,High
205225,Low,Medium
189352,Medium,Medium
248744,Medium,Medium
236712,Medium,Medium
220584,Medium,Medium
204968,Low,Medium
238923,High,High
189397,Medium,High
226791,Medium,Medium
227789,High,Medium
205005,Medium,High
260044,Medium,Medium
253644,Medium,Low
248780,Medium,Medium
244940,High,Medium
230860,Medium,Medium
224460,Medium,Medium
262091,Medium,Medium
251595,Medium,Medium
183499,Low,High
215755,Medium,Medium
262859,High,Medium
192970,High,Low
243914,Medium,Medium
238282,Medium,Medium
213206,Medium,Medium
216790,Medium,Medium
228310,Medium,High
238038,Medium,High
202199,Medium,Medium
264422,Medium,Medium
208102,Medium,Medium
212710,Medium,Medium
232166,Medium,Medium
235213,Medium,Medium
216526,Low,High
227278,Medium,High
251089,High,High
229605,Medium,Medium
239589,Medium,Medium
248805,Medium,Medium
193765,Medium,Medium
201940,Medium,Medium
194003,Medium,Medium
238803,Medium,Medium
231123,Medium,Medium
204499,Medium,High
252114,Medium,Medium
233170,High,High
248017,Medium,Medium
173518,Medium,High
247249,Medium,Medium
160209,High,Medium
209361,Medium,Medium
252368,Medium,Medium
260815,Medium,Medium
253903,High,Medium
247503,Medium,High
240847,Medium,Medium
239567,Low,Medium
236751,Low,High
259790,Medium,Medium
239078,Medium,Medium
237031,High,Medium
228325,High,High
224488,Medium,Medium
251373,Medium,Medium
192237,Medium,High
224238,Medium,Medium
226542,Medium,Medium
242670,High,Medium
247278,High,Medium
247534,Medium,Medium
216815,Medium,Medium
232687,High,Medium
236271,Medium,Medium
253167,High,Medium
254447,High,Low
196848,High,Low
231408,Medium,Low
260080,High,Low
217841,Medium,Medium
221425,Medium,Medium
243953,High,Medium
246001,Medium,Medium
248049,Medium,Medium
188145,Low,High
208370,Medium,Medium
241394,High,Low
243442,Low,Medium
210134,Medium,Medium
241645,High,Medium
212973,Medium,Medium
235244,Medium,Medium
239337,Medium,Medium
225768,Medium,Medium
235496,High,Medium
245736,Medium,Medium
184040,Medium,Medium
253416,High,Low
254184,Medium,High
193768,High,Medium
214761,Medium,Medium
225769,Medium,High
227561,High,Low
231145,High,Medium
240873,Medium,Medium
220396,Medium,Medium
260841,Low,High
261097,Medium,High
261865,High,Medium
203754,Medium,Medium
229354,Medium,Medium
229610,Medium,High
232426,Medium,Medium
245226,Low,Medium
264427,Medium,Medium
205291,Medium,Medium
241131,Medium,Medium
229349,Medium,High
240333,Low,High
251364,Low,Medium
241652,High,Medium
235769,High,Medium
148729,Medium,Medium
200697,Medium,High
259576,Medium,Medium
183544,High,Medium
204536,Medium,Medium
252407,High,Low
202231,Medium,Medium
198135,Medium,Medium
238820,Medium,Medium
258037,Medium,Medium
227573,High,Low
263669,High,Medium
236020,Medium,High
216791,Medium,Medium
223732,Medium,Medium
221684,Medium,Medium
229107,Medium,Medium
204787,Low,High
260082,Medium,Medium
189938,Medium,Medium
179698,Medium,Medium
244948,Medium,High
243156,Medium,Medium
236244,Medium,High
226004,Medium,High
202708,Medium,High
205015,High,Medium
254201,High,Low
207610,Medium,Medium
222970,High,Medium
223738,Medium,Medium
245461,High,Low
244949,Medium,Medium
229845,High,Medium
224981,Medium,Medium
223957,Medium,Medium
206549,Medium,Medium
255700,Medium,Medium
248575,Medium,Medium
235263,Medium,High
233727,High,Medium
254206,High,Low
208894,Medium,Medium
235261,Low,High
233981,Medium,Low
262140,Medium,Medium
235516,High,Medium
234492,Medium,Medium
233212,Medium,Medium
239611,High,Medium
237563,Medium,Low
236283,Medium,Medium
235771,Medium,Medium
232955,Medium,Medium
229883,High,Medium
255994,Medium,Medium
230906,Medium,Medium
224250,Medium,Medium
213719,Medium,Medium
193013,Medium,Medium
247009,Medium,Medium
222431,Medium,Medium
242907,Medium,Medium
251611,Medium,Low
253915,High,Low
230876,Medium,Medium
232668,Medium,High
251868,High,Medium
256476,High,Medium
193244,Medium,Medium
232669,High,Medium
255965,Medium,Medium
228318,High,Low
246750,Medium,Medium
205535,High,Medium
238303,Medium,Medium
239835,Medium,High
250847,Medium,Medium
216288,Medium,Medium
224225,Medium,Medium
226785,Low,High
240097,Medium,Medium
194785,Medium,Medium
233442,Medium,Medium
237538,High,Medium
251362,High,Medium
206563,High,High
231139,Medium,High
186595,High,High
235236,Medium,Medium
242651,High,High
176348,High,Medium
223963,Low,Medium
243929,Medium,Medium
206555,Medium,Medium
236247,Medium,Medium
186839,Medium,Low
253399,High,High
193495,Medium,High
234200,High,Medium
206297,High,High
235225,High,Medium
189143,Medium,High
183513,Medium,Medium
200667,Medium,Medium
173530,Medium,Medium
245722,Low,Medium
256730,Medium,Medium
226266,High,Low
209317,High,Low
220581,Medium,Low
258466,Medium,Medium
244133,Medium,Medium
252325,Medium,Medium
253093,Medium,Medium
213670,High,Medium
192165,Medium,Medium
232614,Medium,Medium
169638,Medium,Medium
251558,Medium,Medium
255140,High,Medium
243622,High,Medium
257188,High,Low
254372,Medium,High
216227,High,Medium
223907,High,Medium
230819,Medium,Low
239523,Medium,Medium
246691,Medium,Medium
190883,Medium,High
202916,Medium,Medium
204196,Medium,Medium
224420,Medium,Medium
237988,Medium,High
243364,High,Medium
193958,Medium,High
253348,High,Medium
252326,Medium,Medium
201132,Low,Medium
162471,Medium,Medium
260267,Medium,Medium
191915,Medium,High
225708,High,Medium
240812,Medium,Medium
242092,Medium,Medium
201901,High,Medium
216237,Medium,High
216493,Medium,Medium
163757,Medium,Medium
231597,Medium,High
234669,Medium,Medium
251565,Medium,Medium
186541,Medium,High
243041,Medium,Medium
209323,Medium,Medium
226216,Medium,Medium
237226,Medium,Medium
232874,Medium,Medium
222378,Medium,Medium
222122,Medium,Medium
204458,Medium,Medium
191657,Medium,Medium
252073,Medium,Medium
247721,Medium,Medium
232617,High,Medium
140201,Medium,Medium
247976,Medium,Medium
242856,Medium,Low
232872,Medium,Medium
256097,Medium,Medium
233047,Medium,Medium
198241,High,Medium
260184,High,Low
236890,Medium,Medium
231514,Medium,Medium
231258,Medium,Medium
198490,Medium,High
193113,High,Medium
256345,High,Low
237913,Medium,Medium
225625,High,Medium
202841,Medium,Medium
202073,Medium,Medium
196953,Medium,High
261208,Medium,Medium
260952,High,Medium
240728,Medium,Medium
250976,Medium,Medium
167512,High,Medium
253527,High,Medium
251223,High,Medium
223537,Medium,Low
203095,High,Medium
263255,Medium,Medium
257878,Medium,Medium
255830,Medium,Medium
232790,Medium,Medium
264022,High,Medium
257431,High,Medium
53655,High,Low
232343,Medium,Medium
238938,Medium,Low
239706,Medium,Medium
116314,Medium,Medium
210011,High,Medium
247904,Medium,Medium
246112,Medium,Low
242528,Medium,Medium
224864,Medium,Medium
224608,Low,High
208992,High,Medium
243807,Medium,Medium
224095,Medium,Medium
221279,Medium,Medium
255838,High,Medium
252254,Medium,High
251486,Medium,Medium
234846,Medium,Medium
199774,Medium,Medium
263518,Low,High
236637,High,High
214365,Low,Medium
202589,High,Medium
263005,High,Low
260188,High,High
259164,High,Medium
253276,Medium,Medium
232540,Medium,Medium
190555,Medium,Medium
186715,High,High
240987,Medium,Medium
222299,Medium,High
219566,Medium,Medium
192328,High,Medium
247601,Low,Medium
237116,Medium,Medium
211096,Medium,Medium
216472,Medium,Medium
264424,Medium,Medium
262376,Medium,Medium
254951,Medium,Medium
253927,Medium,Medium
183527,Low,High
243431,Medium,Medium
242919,Medium,High
237799,High,Medium
225511,Medium,Medium
224487,High,Medium
258534,Medium,Medium
247014,Medium,Medium
234726,High,Medium
222438,Medium,Medium
221926,Medium,High
208614,Low,Medium
201958,Medium,Medium
244028,Medium,Medium
204860,Medium,Medium
181989,Medium,Medium
194363,High,Medium
255798,Medium,Medium
195126,High,Medium
263991,Medium,Medium
201527,High,Medium
222519,High,Medium
224311,High,High
230455,Medium,Medium
215864,Medium,Low
228408,High,Medium
234296,Medium,Medium
237368,Medium,Medium
239928,Medium,Medium
244024,Medium,Medium
233017,Low,Medium
244537,Medium,Medium
188985,Medium,Medium
230458,Medium,Medium
244538,Medium,Medium
237371,Medium,Medium
260325,Medium,Medium
206565,Medium,Low
243254,Medium,Medium
223968,Medium,Medium
198624,Medium,High
262880,Medium,High
258783,Medium,High
253407,High,Medium
247519,High,Medium
244703,Medium,Low
242655,Medium,Medium
237535,Medium,Medium
237023,High,Medium
223967,Medium,Medium
211935,Medium,Medium
257502,High,Medium
224734,Medium,Medium
262622,Medium,High
177885,Medium,Low
226781,High,High
186882,Medium,Medium
250882,Medium,Low
232194,Medium,Medium
218848,Medium,Low
232928,Medium,Medium
203237,Medium,Medium
254176,Medium,Medium
247268,Medium,Medium
199908,High,Medium
263396,Medium,Medium
255971,Medium,Medium
187363,Medium,Medium
248035,Medium,Medium
242915,High,High
222691,Medium,Medium
212451,Medium,Medium
203491,Medium,Medium
244194,Medium,High
242914,High,Medium
241890,Medium,Medium
237794,High,Medium
231650,Medium,Medium
227810,Medium,Medium
253409,High,Medium
240865,High,Medium
259296,Medium,Medium
251446,Low,Medium
241206,Medium,Medium
229073,Medium,Medium
216269,Medium,Medium
257484,Medium,High
257228,High,Medium
232908,Medium,Medium
262348,High,Medium
257483,High,High
256459,Medium,Medium
240331,High,Medium
160203,Medium,Medium
203210,Medium,High
262858,High,Medium
253129,Medium,Medium
240585,Medium,High
238793,Medium,Medium
229065,Medium,Medium
255432,High,Medium
251336,Medium,Medium
220872,High,Medium
260295,Medium,Medium
194759,Medium,Medium
260812,Medium,High
224973,Medium,Low
215495,Medium,Medium
231885,High,Medium
263633,High,Medium
261072,High,High
258768,High,Medium
242640,High,Medium
211152,Medium,Medium
189391,Low,Medium
253135,High,Medium
230607,High,High
160207,Medium,High
206031,Medium,Medium
258510,Medium,Medium
253902,High,Medium
247758,Medium,Medium
236750,High,Medium
230094,High,Medium
226510,Medium,Medium
225998,High,High
198094,Medium,High
232397,High,Medium
248007,Medium,High
262343,High,Medium
238902,Low,Medium
256307,High,High
235572,Medium,High
243252,Medium,High
244020,Medium,Medium
246324,Medium,Medium
257332,High,Medium
261172,High,Medium
199477,High,Medium
207925,Medium,Medium
217653,Medium,Medium
234293,Medium,Medium
239925,Medium,Low
241973,High,Medium
251189,Medium,Medium
189237,Medium,High
210742,Medium,Medium
146486,Medium,Medium
227894,Medium,Medium
231222,Medium,High
234294,Medium,Medium
219700,Medium,Medium
254003,Medium,Medium
255686,Medium,Low
235059,Medium,High
252870,Medium,Low
252358,Medium,Medium
251846,High,Medium
243398,Medium,Medium
155334,Medium,High
263366,Medium,Medium
244421,Medium,Medium
231109,Medium,Medium
220357,Medium,Medium
195012,High,Low
253892,High,Medium
251076,High,High
210482,Medium,Medium
234290,Medium,Medium
246834,High,Medium
260658,Medium,Medium
198195,Medium,Medium
229171,Medium,Medium
234291,Medium,Medium
244277,Medium,Medium
228751,High,Medium
231575,Medium,Low
220650,High,Medium
245566,Medium,High
240446,High,Medium
225342,Medium,Medium
210494,Medium,Medium
257341,Medium,Medium
243773,High,Medium
255036,Medium,Medium
254268,Medium,Medium
244284,Medium,Medium
230888,High,High
232424,Medium,Medium
170472,Medium,Medium
248040,Medium,High
251880,Medium,Medium
253928,High,Low
258536,Medium,Medium
219625,Medium,Medium
244201,Medium,Medium
187113,High,Medium
251198,Medium,Low
204095,Medium,Medium
225087,High,High
260417,Low,Medium
259139,Medium,Medium
254019,High,Medium
243523,Medium,Medium
240451,High,High
173891,High,High
209475,Medium,Medium
203331,Medium,High
195905,Medium,Medium
259905,High,Medium
242751,Medium,Medium
254273,Medium,High
244801,Medium,Low
243009,Medium,High
251456,Medium,Medium
240448,High,High
234816,Medium,Medium
200256,Medium,High
259903,Medium,High
258025,Medium,Medium
231402,High,Medium
242500,Medium,Medium
236010,Medium,Medium
236270,Medium,Medium
236782,High,Low
252910,High,Medium
258286,Medium,Medium
259054,High,Medium
225519,Medium,Low
236783,Medium,Medium
255471,Medium,Medium
257007,Medium,Medium
262384,Medium,Medium
211952,High,Medium
221680,Medium,High
176368,Medium,Medium
189936,Medium,Medium
203249,High,Low
204785,Medium,Medium
211953,Medium,Medium
237809,Medium,Medium
251633,High,Medium
208878,High,Medium
245997,Medium,Medium
215277,Medium,Medium
241643,Medium,Medium
248810,Medium,Medium
254954,Medium,Medium
255210,High,Medium
259818,Medium,High
211435,High,Low
212971,Medium,Medium
219627,Medium,Medium
240363,Medium,Low
246763,Medium,Medium
193260,Medium,Medium
53739,Medium,Medium
254443,Medium,High
189163,High,High
154860,Medium,Medium
220908,High,Medium
243180,Medium,Medium
244460,Medium,Medium
254444,Medium,Medium
226628,Low,Medium
263493,Medium,Medium
208626,Medium,Low
235014,High,Medium
255241,Medium,Medium
251913,High,Medium
184585,Medium,Medium
181001,Medium,Medium
244489,Medium,High
243721,High,Low
238345,High,Low
264457,Medium,Medium
196873,Medium,Medium
259848,High,High
258824,Medium,High
203528,Medium,Low
263432,Medium,Medium
251399,High,Medium
248071,Medium,Medium
244743,High,Medium
237575,Medium,Medium
236551,High,Medium
233735,High,Low
263434,Medium,Medium
217098,High,Medium
235018,Medium,Medium
239627,Medium,High
231241,Medium,Medium
254732,Medium,Medium
248588,Medium,High
231948,Medium,High
221964,Medium,Medium
215820,Medium,Medium
263180,Medium,Medium
244235,Medium,Medium
233227,Medium,Medium
243210,High,Medium
232203,High,Medium
231947,Medium,Medium
223755,Medium,Medium
156683,Medium,Medium
259850,High,High
255754,Medium,Medium
254986,Medium,Medium
245770,Medium,Low
225799,Medium,Medium
232966,High,High
208965,Medium,High
224518,Medium,Medium
255047,Medium,Medium
252999,High,Medium
241479,Medium,Medium
238919,Medium,Medium
236615,Medium,Medium
232519,High,Low
230471,Medium,Medium
229703,Medium,High
209223,Medium,Medium
256326,Medium,Medium
235590,Medium,Medium
232518,Medium,Medium
230214,Medium,Medium
212806,High,Medium
199750,High,Medium
246341,Medium,Medium
245061,Medium,Medium
175941,Medium,High
220997,Medium,Medium
204104,High,Medium
208968,Medium,Medium
221768,Medium,Medium
210437,Medium,Medium
217606,High,Medium
210182,Low,High
261637,Medium,Medium
241157,High,Medium
239365,High,Medium
234501,High,Medium
228869,Medium,Medium
217093,Medium,Medium
254212,Medium,Medium
222024,Medium,Medium
162052,Medium,Medium
263172,Medium,High
258819,High,Medium
243459,High,Medium
235267,Low,Medium
210691,High,Medium
232520,Medium,Medium
229704,Medium,Medium
258289,Medium,Medium
225266,Medium,Medium
221847,High,Medium
200845,High,Low
252807,Medium,Medium
242568,Medium,High
243080,High,Medium
199049,Medium,Medium
211594,High,High
211850,High,Medium
221322,High,Medium
241034,Medium,Medium
214923,High,Medium
219275,Low,High
229259,Medium,High
231307,High,High
232843,Medium,Low
200844,High,Medium
232076,High,Low
234636,Medium,Medium
237964,High,Medium
186508,Medium,Medium
254604,Medium,Medium
246407,Medium,Medium
224391,Medium,Medium
205447,High,Medium
190852,Medium,Medium
204931,Medium,Medium
229507,Medium,Medium
184707,Medium,Low
215684,High,High
229508,Medium,Medium
234372,Medium,High
239492,High,High
241540,High,High
257924,High,Medium
187782,Medium,Medium
258692,Medium,Medium
235141,Medium,Medium
140422,Medium,Medium
215430,Medium,Medium
215686,Medium,High
226438,Medium,Medium
228230,Medium,Medium
231814,Medium,Medium
189836,High,Medium
202125,Medium,Medium
257154,Medium,Low
209805,Medium,Medium
222611,Medium,Medium
241044,Medium,Medium
242068,Medium,Medium
253844,Medium,Medium
223125,Medium,Medium
225685,High,Medium
228757,Low,Medium
245653,High,Medium
248213,Medium,Medium
193173,High,Medium
199830,Medium,Medium
221846,Medium,Medium
222870,High,Medium
223638,Medium,Medium
233878,High,Medium
234902,High,Medium
237718,Medium,Medium
253846,Medium,Medium
258710,Medium,Medium
216467,High,Low
264595,High,Low
253842,Medium,Medium
246158,Medium,Medium
214413,Medium,High
215693,Medium,Medium
262286,Medium,Medium
199566,Low,Medium
207502,High,Medium
213646,Medium,Medium
234382,High,Medium
236174,Medium,Medium
251790,High,Medium
244626,High,Medium
224770,Medium,Medium
246415,High,Medium
240528,Medium,High
241040,Medium,High
256912,Medium,Medium
251281,Medium,High
205202,Medium,High
244114,Medium,High
202115,Medium,Medium
235906,High,Medium
243698,Medium,Medium
241659,High,Low
216823,Medium,High
229367,Medium,Medium
236279,Medium,Medium
173815,Medium,High
240119,High,Medium
254711,Medium,Medium
248056,Medium,High
258040,Medium,High
232697,High,Medium
236281,Medium,Medium
238329,Medium,Medium
239353,High,Medium
246265,Medium,High
190457,Medium,Medium
260089,Medium,High
208122,Medium,Medium
192250,Medium,Medium
260090,Medium,Medium
262138,Medium,Medium
260086,High,Low
256502,Medium,Medium
243702,High,Medium
215028,Medium,Medium
255218,Medium,Medium
259570,Medium,Medium
241139,Medium,Medium
251635,Medium,High
254707,Medium,High
196339,Medium,Medium
205044,Medium,Medium
212980,Medium,Medium
215540,Medium,Medium
239606,High,High
229620,High,Medium
178421,Medium,Medium
246005,Medium,Medium
248821,High,Medium
188917,High,Medium
204278,High,Medium
210422,Medium,Medium
229878,High,Medium
225531,Medium,Medium
243963,High,High
203138,Medium,High
259067,Medium,Medium
253053,Medium,Medium
258173,High,Low
203902,Low,Low
231550,Medium,Medium
246910,Medium,Medium
252030,High,Medium
237695,Medium,Medium
239999,Medium,Medium
240511,High,Medium
252799,Medium,Medium
263808,High,Medium
220544,Medium,Medium
223104,Medium,Medium
253568,High,Medium
213377,High,Low
213889,High,High
220545,Medium,Medium
244097,Medium,Medium
261249,High,Medium
246909,High,Medium
211581,Medium,Medium
244348,Medium,High
223997,Medium,Medium
221692,High,Medium
225532,Low,Medium
226044,High,Low
236028,Medium,Medium
186876,Low,Medium
254204,Medium,Medium
204541,Medium,Medium
220669,Medium,Medium
264446,Medium,Medium
239740,High,Medium
222206,High,Medium
231678,High,Medium
237310,High,High
242686,Medium,Medium
245758,High,Medium
226815,Medium,High
239739,Medium,Medium
263804,Medium,Medium
229378,Medium,Medium
244676,Medium,Medium
252929,Medium,Medium
210715,Medium,Medium
227866,High,Medium
216346,High,Medium
213274,Medium,Medium
190489,High,Medium
234521,Medium,Medium
209177,High,High
204825,Medium,Medium
203569,High,Medium
248112,High,Medium
231728,High,High
156464,Medium,High
203824,Medium,Medium
258095,Medium,Medium
234799,Low,Medium
224558,High,Medium
219694,Medium,Medium
213294,High,Medium
199470,High,Medium
196910,Medium,Low
241946,Medium,Medium
220187,High,Medium
240941,Medium,Medium
236315,Medium,Medium
246047,Medium,Medium
236831,Medium,Low
235807,Medium,Medium
231455,High,Medium
231199,Medium,High
220191,Low,Medium
247582,High,High
168990,High,High
224542,Low,High
224286,High,Medium
202014,Medium,High
248861,Medium,High
247069,Low,Medium
244509,High,Medium
191260,High,Medium
241436,Medium,Medium
203292,Medium,Medium
262428,High,Medium
238363,High,Medium
258093,High,High
204333,Medium,Medium
246190,Medium,Medium
244521,Medium,High
235049,Medium,Medium
234281,Medium,Medium
213801,Medium,Medium
261160,Medium,Medium
231720,Medium,Medium
229416,Medium,Medium
198952,Medium,Medium
257319,High,Medium
190247,Medium,High
255015,High,Medium
235303,Medium,Medium
206631,High,High
262439,Medium,Medium
253990,Medium,Medium
251686,Medium,Medium
184614,Low,Low
241190,Medium,Medium
233254,Medium,Medium
228646,Medium,Medium
243241,Medium,Medium
255273,Medium,Medium
258092,Medium,Medium
259881,Medium,Medium
191532,Medium,High
183596,Medium,Medium
235820,Medium,Medium
232748,Medium,Medium
224556,Medium,Medium
219948,Medium,Medium
212481,Medium,Medium
258603,Medium,Medium
257579,Medium,Medium
245035,Low,High
237867,Medium,Medium
211499,High,Medium
262699,High,Medium
262443,Medium,Medium
237098,Medium,Medium
233514,Medium,Medium
229930,Medium,Medium
262442,High,High
261161,Medium,Medium
247071,Medium,Medium
248351,Medium,Medium
253983,High,Medium
213368,Medium,Medium
254327,Medium,Medium
226679,High,Medium
247414,High,Medium
176246,Medium,Low
234358,Medium,Medium
191861,Medium,Low
241269,High,Medium
255860,Medium,Medium
245364,Medium,Low
243572,Medium,Medium
240500,High,Medium
232308,Medium,Low
221812,Medium,Medium
263028,Medium,Medium
256883,Medium,Medium
247411,Medium,Medium
238963,Medium,Medium
227443,Medium,Medium
224115,Medium,Medium
254583,Medium,Medium
259704,Medium,Medium
234784,High,Medium
208505,High,High
221358,Medium,Medium
236923,Medium,Medium
236667,High,Low
221819,Medium,Low
211067,Medium,Medium
198011,High,Medium
262267,Medium,Medium
251770,Medium,Low
170362,High,Medium
229498,Medium,Medium
213626,Medium,Medium
210042,High,Medium
206202,High,Medium
263290,Medium,Medium
263034,Medium,Medium
178297,Medium,Medium
229753,Medium,Medium
227961,High,Medium
224633,Medium,Medium
205939,Medium,High
251762,High,Medium
248434,Medium,Low
238450,Low,High
248099,Medium,High
246563,Low,Medium
237347,Medium,Medium
160035,High,Medium
203043,Medium,Low
242722,Medium,Medium
229154,Medium,Low
214818,High,Low
256545,High,Medium
248097,High,Medium
231713,High,Medium
229409,Medium,Medium
221985,Low,Medium
213281,Medium,Medium
212513,High,Medium
203809,Medium,Medium
261152,Medium,Medium
253472,High,Medium
252192,Medium,Medium
193059,Medium,High
219684,Medium,Medium
160292,Low,High
224624,Medium,Medium
218738,High,High
212338,Medium,Medium
257649,High,Medium
253809,High,Medium
237169,High,Medium
235633,Medium,Medium
262513,Medium,Medium
242800,Medium,Medium
252527,Medium,Medium
252964,Medium,Medium
241007,Medium,Medium
230511,Medium,Medium
223855,Medium,High
263791,High,Low
255854,Low,Medium
255781,High,Medium
232741,Medium,Medium
255524,High,Medium
157734,Medium,Medium
223014,High,Medium
219661,Medium,High
257303,Medium,Medium
237592,High,Medium
247320,Medium,Medium
253464,High,High
192792,Medium,Medium
254719,Medium,High
228863,Medium,Medium
257621,Medium,Medium
236629,Medium,Medium
240212,Medium,Medium
235860,Medium,Medium
234836,Medium,Medium
199508,Medium,High
198740,High,High
197716,Medium,Medium
196948,Medium,Medium
248147,Medium,Low
236627,Medium,Medium
235347,High,Medium
233043,Medium,Medium
220184,Medium,Medium
252183,Medium,Medium
246547,Medium,Medium
243735,Medium,Medium
254739,Medium,Medium
221972,Medium,High
230676,Medium,Medium
165908,Medium,High
237332,High,Medium
239892,High,Low
246548,Medium,Medium
261652,High,Medium
262165,Medium,Medium
202517,Medium,Low
239125,High,Medium
244757,Medium,Medium
181013,Medium,Medium
247061,High,High
251669,Medium,Medium
254741,Medium,Medium
228887,Medium,Medium
237335,Medium,Medium
237591,Medium,Medium
225875,High,Medium
253522,Medium,Medium
247122,Medium,Medium
214354,Medium,Medium
253772,Medium,High
243276,Medium,Medium
231500,Medium,Medium
247883,High,Medium
172619,Medium,Medium
236875,High,Medium
225355,Medium,High
219467,High,Medium
188490,High,Medium
252490,Medium,High
244810,Medium,Medium
239690,Medium,High
226122,Medium,Medium
216394,High,Medium
203850,Medium,Medium
262474,Medium,Medium
258889,High,Medium
258121,Medium,Medium
237385,High,High
200781,Medium,High
238925,High,Medium
241485,High,Medium
223823,Medium,Medium
204626,High,Medium
202322,Medium,High
255313,High,Medium
237393,Medium,Medium
212817,High,High
211793,Medium,Medium
242512,Medium,Medium
239952,Low,Medium
219471,Medium,Medium
241741,High,Medium
193358,Medium,Medium
255310,Medium,High
184142,Medium,Medium
182094,Low,Medium
240974,High,Medium
227150,Medium,Medium
138830,High,Medium
254029,Medium,Medium
253715,High,Medium
244755,Medium,High
221709,High,Medium
229849,High,Medium
222937,Medium,Medium
255448,Medium,High
242648,High,Medium
236248,High,Medium
222168,High,High
212440,High,Medium
248023,Medium,High
246231,Medium,Medium
245719,Medium,High
224983,Medium,Medium
158167,Low,Medium
246230,Medium,Medium
244438,Medium,Medium
202966,Medium,Medium
259797,Medium,Medium
247509,Medium,Medium
233173,Medium,Medium
212693,High,Medium
253396,Medium,Medium
226265,Medium,Medium
231897,Medium,Medium
202259,Medium,Medium
176345,Medium,Medium
225757,High,High
251356,High,Medium
241884,Medium,Medium
240860,Medium,Low
232412,High,High
226524,Medium,Medium
202204,High,High
256731,High,Low
254427,Medium,Medium
240603,Medium,High
238043,Medium,Medium
235995,Medium,Medium
224475,Medium,Medium
220635,High,High
264667,Medium,Medium
262619,High,High
228058,Medium,Medium
261081,Medium,Medium
258777,Medium,Medium
175316,High,High
239316,Medium,Medium
172756,Medium,High
222420,Medium,Medium
221711,High,High
239119,Medium,Medium
263952,High,Medium
205072,Medium,Medium
228624,Medium,Medium
240912,Medium,Medium
192528,Medium,High
259088,Medium,Medium
261648,Medium,Medium
224017,Low,High
232465,Medium,High
234513,Medium,Medium
246289,High,Medium
186385,Low,High
200210,High,High
208914,Medium,High
241938,Medium,Medium
254994,Medium,High
197907,Medium,Medium
220943,High,Medium
260622,Medium,Medium
110606,Medium,Medium
244946,Medium,High
221652,Medium,Medium
209364,High,Medium
207828,Medium,Low
244435,Medium,Medium
243155,Medium,Medium
242643,Medium,High
240595,Medium,Medium
258770,Medium,Medium
221906,Medium,Medium
229646,High,Medium
221394,Low,Medium
259281,High,Medium
244945,Medium,Medium
232657,Medium,Low
250893,Medium,Medium
262158,Medium,High
222222,Medium,Medium
228366,Medium,High
244398,High,Medium
207660,Medium,Medium
242623,Medium,Medium
245351,Medium,Medium
258412,Medium,Medium
253292,Medium,Medium
237420,Medium,Medium
209004,Medium,Medium
258923,Medium,Medium
228715,Medium,Medium
253034,High,Medium
239210,Low,Medium
223082,Medium,Medium
200298,Medium,Medium
251497,Medium,Medium
245865,Medium,Medium
239721,High,Medium
224361,High,Medium
211817,High,Medium
205929,Medium,Medium
255592,High,Medium
252008,Medium,Medium
159080,Medium,Medium
213864,Medium,High
209256,Low,Medium
197480,Medium,Low
255591,Medium,Medium
211053,Medium,Medium
230509,Medium,Medium
233581,Medium,Low
259584,Medium,Medium
195480,High,Medium
256408,High,Medium
251032,Medium,Medium
245400,Medium,Low
242840,Medium,Medium
217088,High,Low
221696,High,Medium
235520,Medium,Medium
253952,Medium,Medium
258560,Medium,Medium
260282,High,Medium
257645,Medium,High
242362,Medium,Medium
261561,High,High
200449,Medium,High
259769,Medium,Medium
244921,Medium,Medium
237497,High,Medium
220089,Medium,High
229742,Medium,High
225134,Medium,Medium
262510,Medium,Medium
247911,Medium,Medium
242279,Medium,Medium
232372,Medium,High
242023,Medium,Medium
240312,Low,Medium
262584,High,High
192439,Medium,Medium
244919,Medium,Medium
238519,High,Medium
238263,Medium,High
234167,Medium,High
233655,High,Medium
229815,Medium,High
206263,High,Medium
201911,High,Medium
198839,Medium,Medium
198071,Medium,High
193206,High,Medium
254902,High,Medium
215990,Low,Medium
210870,Medium,High
248245,Medium,Medium
229557,Medium,Medium
208309,Medium,Medium
251572,High,Medium
179636,High,Low
242612,High,Medium
254136,High,Medium
257121,High,Medium
259937,Medium,Medium
243044,Medium,Medium
236903,High,Medium
162407,Medium,High
205159,Low,Medium
247910,Medium,Medium
232550,Low,Medium
259941,Medium,Medium
254565,Medium,Medium
244837,Medium,Medium
229733,Medium,Medium
209253,Medium,Medium
171364,High,Medium
213090,Low,High
235108,Medium,Medium
222820,Medium,Medium
228707,Medium,Medium
224611,Medium,Medium
156259,Medium,Medium
221539,High,Medium
208739,Medium,Medium
204131,Medium,Medium
253538,Medium,Medium
221538,Medium,Medium
261016,Medium,Medium
199321,Medium,Medium
212377,Medium,Medium
233369,High,Low
238784,Medium,Medium
227520,Medium,Medium
204992,High,Low
257727,Medium,High
246434,High,High
240319,Medium,Medium
225983,Medium,Medium
224447,High,Medium
223679,Medium,Medium
216255,Medium,Medium
213695,Medium,High
