ID,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,Aggression,Vision,Composure
242800,74,72,74,62,70,52,77,83,64,56,49,56
252527,69,65,66,58,72,40,82,74,75,51,37,52
252964,68,72,60,60,62,39,54,69,52,50,55,54
241007,69,68,49,53,63,45,74,69,71,58,44,50
230511,89,91,77,56,74,62,45,44,61,41,44,55
223855,67,65,63,64,63,68,68,65,76,71,68,63
263791,57,56,55,59,61,64,74,62,70,36,52,54
255854,56,53,49,55,59,32,76,59,69,61,37,52
255781,72,77,55,60,73,32,58,68,49,52,32,60
232741,65,70,79,63,86,62,90,56,50,41,64,60
255524,43,54,46,63,49,37,70,55,72,70,41,54
157734,58,59,55,62,30,44,74,32,66,41,60,37
223014,52,55,56,62,70,67,45,72,70,68,68,69
219661,71,65,64,64,59,51,66,67,68,70,45,60
257303,57,59,41,60,41,41,69,77,80,68,42,63
237592,72,69,66,59,64,58,71,68,72,62,48,53
247320,79,78,71,62,68,59,72,71,68,44,56,56
253464,60,63,64,64,71,54,57,70,66,66,61,65
192792,32,35,38,62,36,50,58,20,49,41,40,42
254719,54,62,53,60,54,25,66,63,70,55,33,64
228863,74,70,78,63,81,56,83,73,60,37,65,59
257621,76,69,81,62,72,43,56,82,45,59,58,56
236629,73,80,66,60,63,64,54,77,68,56,53,59
240212,39,44,34,53,21,48,34,20,73,21,25,54
235860,41,35,48,65,32,45,60,34,57,25,36,38
234836,69,62,73,62,74,63,62,65,63,49,64,63
199508,50,54,60,60,47,60,80,60,78,74,31,65
198740,54,34,68,68,73,60,71,67,64,58,64,68
197716,71,74,69,62,55,73,76,70,85,69,58,59
196948,63,62,66,66,70,67,60,66,69,71,68,72
248147,73,72,76,61,70,59,64,73,64,52,66,66
236627,74,65,77,62,77,45,59,57,34,48,67,54
235347,71,71,70,59,61,64,70,64,63,57,56,58
233043,55,59,53,62,58,65,57,72,87,70,59,66
220184,73,73,74,59,69,70,68,64,53,53,58,67
252183,73,71,61,54,67,32,67,66,63,55,45,51
246547,65,71,53,60,68,52,67,68,64,64,32,59
243735,30,33,25,57,28,47,45,25,50,34,40,25
254739,74,74,65,60,67,55,40,55,55,33,60,63
221972,53,35,56,54,58,55,75,71,87,74,33,60
230676,54,65,48,60,50,55,69,66,74,64,40,55
165908,65,65,67,62,66,65,77,61,69,66,67,63
237332,87,80,83,64,82,66,69,88,63,76,62,59
239892,81,79,75,63,84,63,63,47,36,30,59,58
246548,82,74,90,58,91,52,57,68,44,49,67,69
261652,69,75,63,56,58,48,74,61,68,71,37,54
262165,71,74,68,59,71,67,64,65,52,54,68,62
202517,46,47,53,64,49,70,56,56,75,66,61,70
239125,65,67,71,63,72,66,68,70,66,56,51,57
244757,81,76,73,63,76,32,56,70,47,59,45,60
181013,46,32,65,67,82,57,69,52,62,69,70,68
247061,84,84,68,62,72,66,58,54,65,60,62,59
251669,62,63,73,59,65,66,63,68,77,61,64,53
254741,73,65,67,62,74,28,64,70,59,45,33,54
228887,37,49,33,52,36,42,30,74,90,76,47,56
237335,68,68,65,58,77,64,37,54,68,52,62,61
237591,71,72,47,55,46,36,57,53,83,68,41,60
225875,80,77,79,60,79,66,77,76,64,78,60,57
253522,80,78,77,67,70,47,57,84,52,53,70,65
247122,75,73,68,64,66,58,66,56,59,28,43,53
214354,75,73,73,58,71,70,90,71,70,72,60,59
253772,65,64,60,71,77,77,63,70,74,46,61,63
243276,84,71,70,53,85,77,55,55,47,54,60,61
231500,60,62,68,63,65,69,74,75,61,60,67,62
247883,70,71,54,51,76,25,64,87,64,60,32,57
172619,51,52,62,62,53,70,73,77,72,44,58,63
236875,70,67,66,60,55,48,55,70,78,63,50,64
225355,75,67,83,63,79,57,61,86,59,59,58,68
219467,73,70,80,57,83,49,80,85,64,58,56,53
188490,62,68,70,61,73,67,60,81,61,58,69,63
252490,71,56,82,58,89,56,71,64,40,56,65,60
244810,33,26,32,53,28,47,48,22,65,24,34,32
239690,66,66,67,63,66,61,71,81,65,67,58,56
226122,61,66,60,60,52,76,58,69,78,38,50,47
216394,64,62,73,57,82,49,52,71,39,60,48,51
203850,67,62,61,65,64,23,90,68,72,64,59,65
262474,53,62,55,65,56,44,72,65,74,56,31,63
258889,75,74,70,66,59,41,54,60,68,69,53,56
258121,85,74,91,54,93,61,43,74,64,36,65,58
237385,67,60,65,62,71,69,69,89,68,66,65,63
200781,69,71,74,61,73,61,59,82,73,61,63,66
238925,73,74,71,55,74,52,74,89,64,84,40,52
241485,84,82,82,60,76,65,60,68,66,64,61,59
223823,48,47,35,55,53,43,57,34,76,24,47,30
204626,79,72,77,61,81,56,50,72,70,58,65,64
202322,37,55,60,61,61,72,73,74,73,64,57,62
255313,72,64,66,57,72,63,60,80,67,73,60,61
237393,66,65,63,56,80,63,52,64,54,52,66,58
212817,62,66,71,66,76,65,74,79,82,57,57,72
211793,55,61,47,54,37,38,70,75,85,52,33,63
242512,72,69,66,58,67,35,80,73,81,64,44,59
239952,56,52,46,60,47,41,76,75,77,56,35,58
219471,60,64,42,53,48,34,80,63,81,73,32,60
241741,78,70,83,63,87,60,52,73,44,46,59,64
193358,71,39,87,67,85,71,73,75,52,63,67,74
255310,65,59,68,58,68,45,55,62,73,68,58,48
184142,67,65,52,64,58,75,80,40,83,89,62,67
182094,49,48,56,59,71,69,64,76,72,91,57,55
240974,72,76,80,58,76,64,62,75,52,52,63,65
227150,60,58,62,64,60,68,70,77,71,65,64,63
138830,33,32,67,63,55,51,70,80,78,68,56,71
254029,51,58,36,59,63,42,72,73,74,55,31,48
253715,79,76,82,51,88,69,53,53,37,38,62,65
244755,54,54,34,59,39,41,75,65,80,66,42,58
221709,69,64,77,62,75,51,46,82,55,64,59,72
229849,69,71,70,55,82,67,57,71,62,58,63,64
222937,74,69,73,60,71,64,64,75,61,53,63,73
255448,72,74,75,63,72,65,58,68,58,71,66,62
242648,72,64,70,64,70,63,61,75,65,63,58,63
236248,78,72,80,62,84,64,61,66,53,31,59,59
222168,69,71,68,63,68,70,82,81,81,69,55,60
212440,74,71,77,64,81,68,56,69,59,46,60,68
248023,56,50,61,61,61,57,65,60,73,66,47,60
246231,84,81,84,55,82,56,43,59,34,45,62,62
245719,57,54,55,62,58,72,54,77,84,75,57,53
224983,77,83,81,63,75,61,50,48,44,29,64,61
158167,65,66,60,60,63,42,79,66,75,66,47,55
246230,79,82,71,59,59,65,67,73,76,63,55,64
244438,69,71,68,71,72,67,77,72,69,70,68,57
202966,64,57,67,65,64,52,73,75,77,68,57,51
259797,61,59,56,62,64,65,56,73,71,63,67,65
247509,67,62,61,62,71,53,62,70,70,70,55,60
233173,82,79,79,64,78,72,83,88,56,56,66,57
212693,90,84,67,59,52,60,55,74,71,58,55,60
253396,75,74,70,51,71,67,73,57,74,70,55,57
226265,71,72,70,62,70,66,67,72,71,55,61,59
231897,76,77,75,64,73,63,68,84,64,71,64,57
202259,63,53,63,62,59,53,80,65,78,58,43,59
176345,39,47,64,65,51,47,68,20,69,24,64,57
225757,76,78,70,62,66,63,56,75,70,58,67,66
251356,78,80,74,58,72,62,60,67,71,56,60,64
241884,70,68,67,60,60,62,69,77,74,59,65,62
240860,74,71,79,58,88,65,44,44,35,42,63,49
232412,72,69,75,64,71,60,83,90,72,83,64,57
226524,40,42,39,58,42,57,68,35,63,23,32,51
202204,72,71,72,59,66,65,55,77,68,67,60,58
256731,68,65,58,64,54,64,70,54,70,33,63,63
254427,78,78,79,65,77,60,76,76,71,48,62,58
240603,72,70,73,60,78,64,57,76,63,60,64,64
238043,84,86,71,58,75,65,59,64,59,33,55,47
235995,60,64,67,59,66,45,84,43,72,58,60,54
224475,42,49,43,60,65,50,50,40,30,33,64,22
220635,63,63,91,63,84,65,83,82,56,70,65,64
264667,69,73,63,60,34,67,87,53,75,42,43,54
262619,65,55,51,67,57,42,72,68,67,60,31,49
228058,40,43,49,62,47,70,55,56,85,70,48,54
261081,66,64,58,55,66,33,50,68,55,60,36,45
258777,58,62,39,64,62,52,68,61,68,59,28,63
175316,70,67,67,60,82,53,71,82,72,68,57,60
239316,65,62,64,68,63,62,59,80,74,62,51,58
172756,37,34,30,56,41,70,65,44,87,83,61,65
222420,73,72,71,66,74,66,73,72,61,47,67,62
221711,74,76,67,59,73,62,69,57,69,70,57,52
239119,70,71,72,59,73,62,70,83,62,65,60,55
263952,65,60,66,56,82,62,80,81,79,78,40,74
205072,68,64,71,62,71,60,80,78,71,65,59,63
228624,53,51,51,62,63,31,79,64,75,69,29,50
240912,66,55,64,60,60,46,82,60,74,66,42,60
192528,30,37,32,66,33,74,31,55,91,76,43,72
259088,45,55,44,48,40,48,70,59,80,69,29,45
261648,70,72,75,55,66,66,50,70,69,58,65,62
224017,55,59,57,61,64,43,76,70,78,61,62,63
232465,35,35,74,65,83,41,67,59,51,60,59,51
234513,51,42,38,45,50,34,78,64,86,78,30,50
246289,70,70,73,56,75,67,55,53,64,41,60,57
186385,53,53,62,62,66,68,61,65,62,68,61,64
200210,62,63,80,65,75,66,67,74,70,67,67,66
208914,48,49,65,58,42,40,83,66,83,75,36,60
241938,66,73,82,58,67,55,62,68,57,55,65,63
254994,56,59,41,63,49,34,73,64,74,59,56,53
197907,62,68,69,67,64,65,78,63,64,41,50,54
220943,77,78,71,59,62,71,54,68,80,55,44,56
260622,80,83,84,51,57,71,68,70,70,50,47,55
110606,30,45,50,64,60,45,58,30,64,34,54,58
244946,66,67,60,62,67,47,67,68,62,64,55,60
221652,39,59,30,58,48,49,73,52,65,61,41,53
209364,72,72,69,57,77,39,83,79,68,47,50,47
207828,65,68,65,63,68,66,84,80,81,55,59,60
244435,73,65,70,57,73,65,72,70,73,71,61,59
243155,59,64,60,64,62,53,74,72,72,64,38,53
242643,58,62,54,58,47,43,68,62,78,73,58,58
240595,15,16,41,62,29,46,36,16,53,35,38,34
258770,77,79,78,63,82,48,63,62,41,60,48,53
221906,54,53,58,58,54,40,82,75,79,55,34,50
229646,56,65,63,61,35,47,59,76,84,69,30,58
221394,63,61,69,55,73,49,69,69,73,65,57,64
259281,77,72,73,61,72,66,65,62,64,68,65,65
244945,53,59,42,57,48,46,73,65,84,62,34,52
232657,53,46,59,70,52,65,70,54,77,38,55,62
250893,67,63,74,65,67,73,52,69,67,61,64,62
262158,68,69,61,58,61,38,73,67,68,75,22,58
222222,77,77,72,61,69,71,65,71,64,90,58,65
228366,51,53,50,58,70,46,83,82,84,60,38,53
244398,77,75,73,57,80,50,72,77,69,59,47,62
207660,66,64,70,63,62,63,75,71,79,75,58,56
242623,61,68,50,61,58,39,83,59,74,59,44,62
245351,76,68,71,62,73,70,81,78,62,66,49,59
258412,60,60,52,53,54,43,81,68,75,58,27,50
253292,60,66,70,61,62,63,77,64,55,41,60,62
237420,53,49,65,59,70,61,62,74,73,72,56,58
209004,64,65,68,68,72,32,56,67,52,71,45,49
258923,69,67,68,65,68,47,58,55,51,44,58,63
228715,54,53,61,62,63,63,55,66,72,70,59,59
253034,66,69,56,60,51,48,76,77,84,59,46,58
239210,47,49,54,52,66,55,83,69,82,65,38,63
223082,40,49,35,61,51,45,58,36,60,20,43,49
200298,55,34,55,66,66,46,86,85,82,69,44,59
251497,66,71,61,56,50,76,66,67,78,73,64,58
245865,28,20,35,58,42,44,55,29,41,21,43,25
239721,71,74,63,57,58,59,68,63,70,53,51,56
224361,78,77,82,67,74,58,69,75,62,58,64,63
211817,75,65,65,64,67,65,71,79,76,74,58,54
205929,63,62,69,59,71,62,62,61,64,41,63,60
255592,72,65,81,64,83,61,64,69,36,41,59,60
252008,62,69,62,66,67,60,60,53,58,57,57,54
159080,39,50,86,65,90,67,79,68,41,67,64,65
213864,48,44,55,63,55,43,72,74,70,64,39,68
209256,34,34,31,61,33,43,78,76,84,79,33,61
197480,58,55,60,61,61,81,78,67,80,67,53,67
255591,70,82,73,57,70,67,66,70,61,34,63,56
211053,35,42,37,58,33,49,30,25,57,23,18,46
230509,82,87,89,61,75,70,80,40,61,56,41,62
233581,79,80,71,64,71,63,70,53,61,60,58,61
259584,61,69,52,66,57,69,56,68,61,65,51,55
195480,71,66,69,60,65,58,80,71,65,56,61,65
256408,76,70,80,61,66,59,57,62,56,52,61,68
251032,72,71,73,55,67,62,33,70,56,48,59,60
245400,72,80,76,65,58,66,50,79,70,42,53,59
242840,65,64,56,55,54,62,72,81,86,76,61,59
217088,46,62,55,55,56,70,70,42,67,37,47,60
221696,51,48,73,65,67,77,43,52,70,73,66,65
235520,70,71,67,62,69,66,62,63,60,58,59,60
253952,74,70,80,59,75,63,61,70,47,64,67,70
258560,56,68,62,61,58,63,71,62,81,65,58,67
260282,82,73,76,62,80,67,74,81,68,69,58,60
257645,35,44,32,59,68,46,59,70,86,69,37,52
242362,53,53,50,59,63,45,74,72,69,55,32,51
261561,75,73,62,55,67,44,67,70,55,55,35,65
200449,64,70,35,48,40,43,86,64,86,77,40,51
259769,15,27,26,61,38,49,40,27,57,25,25,30
244921,69,74,64,67,64,59,65,55,58,32,49,59
237497,67,68,73,63,75,56,67,69,61,53,45,55
220089,53,64,54,62,57,39,60,68,77,75,39,59
229742,68,73,67,54,59,72,57,58,68,71,65,55
225134,61,50,60,61,62,49,74,30,56,32,47,42
262510,69,67,70,59,80,59,60,75,43,69,67,64
247911,68,68,62,63,75,70,66,81,66,42,68,63
242279,62,65,59,65,70,48,70,66,62,63,60,49
232372,75,77,75,64,68,55,82,86,74,67,62,53
242023,74,72,63,59,70,38,58,70,52,42,39,59
240312,63,63,32,61,41,47,54,72,75,65,47,63
262584,79,72,68,62,66,60,48,70,47,45,48,45
192439,54,53,85,65,57,66,85,84,76,88,62,68
244919,53,62,40,60,65,39,79,54,59,60,33,49
238519,88,83,75,56,54,60,88,71,73,76,50,58
238263,43,58,42,61,42,42,83,65,79,72,26,58
234167,52,59,57,59,59,47,62,72,70,82,47,52
233655,72,73,85,59,82,65,57,68,52,33,66,63
229815,55,60,63,50,67,52,75,74,81,73,46,55
206263,62,66,69,65,64,65,80,79,77,62,57,62
201911,64,67,71,65,64,70,69,69,74,55,65,67
198839,71,70,72,65,77,54,69,81,60,65,46,56
198071,74,69,82,56,77,39,92,74,70,59,52,57
193206,62,63,66,62,65,68,69,71,67,64,64,66
254902,66,59,72,61,82,66,67,65,45,53,68,66
215990,49,52,37,60,54,60,70,65,82,64,29,57
210870,72,71,78,63,83,60,73,82,68,52,65,49
248245,67,73,60,64,63,53,55,72,67,65,61,60
229557,78,77,79,58,75,51,49,76,59,54,56,58
208309,71,67,66,60,58,71,78,39,73,73,52,56
251572,72,64,79,62,73,57,34,44,45,44,64,65
179636,80,77,82,62,89,64,90,85,68,49,64,60
242612,92,84,90,52,86,54,90,78,42,40,62,52
254136,77,75,74,61,81,63,53,59,51,48,62,64
257121,79,72,80,58,83,63,69,62,60,68,52,53
259937,17,32,21,55,44,47,59,19,54,19,32,31
243044,70,74,75,59,74,61,85,72,72,70,61,59
236903,71,65,67,68,69,66,33,80,66,55,63,66
162407,50,51,61,58,47,57,80,75,81,65,45,58
205159,68,66,41,60,58,45,84,72,80,74,37,57
247910,59,53,51,62,71,41,71,69,74,88,54,48
232550,48,58,45,57,58,57,79,52,81,57,27,62
259941,61,61,58,58,69,60,59,69,60,65,61,48
254565,74,72,68,68,79,64,63,73,50,70,64,67
244837,72,78,71,65,77,58,62,73,60,57,45,46
229733,33,31,33,48,29,22,64,66,93,68,40,55
209253,75,78,83,61,62,60,58,80,65,59,57,55
171364,73,71,73,62,72,69,67,66,61,65,60,54
213090,57,57,46,59,62,38,79,69,78,66,33,50
235108,68,68,72,55,67,56,62,68,65,55,69,76
222820,25,26,31,62,28,47,40,41,64,18,32,27
228707,42,41,28,62,63,31,81,58,75,60,33,58
224611,78,79,75,70,56,65,74,75,76,45,67,58
156259,64,66,74,62,64,62,83,72,80,78,54,68
221539,68,64,60,62,59,73,81,71,51,47,63,55
208739,78,76,76,62,81,67,70,80,57,68,65,62
204131,60,34,64,56,64,62,52,71,71,80,60,60
253538,77,76,70,58,75,57,73,66,71,73,50,54
221538,66,68,57,58,64,41,83,65,78,66,45,53
261016,75,73,66,64,72,64,73,68,57,67,47,49
199321,22,33,35,58,41,42,48,19,60,21,30,43
212377,69,69,71,66,61,70,75,76,74,65,59,58
233369,72,72,76,60,77,59,67,63,59,56,63,64
238784,63,66,65,63,64,54,84,77,78,65,57,55
227520,65,61,59,63,58,62,69,65,83,65,38,62
204992,77,76,76,63,74,68,78,65,64,66,57,63
257727,74,75,75,64,65,52,59,74,69,42,50,48
246434,68,64,66,66,67,53,60,74,65,66,61,69
240319,72,68,74,64,72,54,70,69,68,34,63,54
225983,48,45,33,52,55,47,61,31,69,22,45,39
224447,74,74,72,58,61,56,83,84,63,74,55,56
223679,62,63,61,64,66,46,79,77,75,70,39,59
216255,83,69,80,57,77,69,69,67,60,41,64,57
213695,66,64,61,62,71,64,66,66,76,62,67,68
200895,70,66,76,62,80,68,62,74,65,57,64,63
264639,79,82,65,55,73,65,47,68,68,28,62,60
198335,70,64,75,61,76,66,81,68,58,70,64,63
257470,81,81,81,61,72,64,43,58,51,42,59,62
262334,76,74,72,67,85,60,47,71,45,62,53,66
187069,73,71,75,48,78,62,64,76,57,57,55,55
248765,94,93,85,55,80,41,49,58,46,45,49,62
243133,79,79,77,64,75,23,60,73,66,68,54,50
237757,48,68,69,55,34,41,68,79,84,68,41,47
236989,57,32,36,61,47,52,61,41,61,34,50,41
223933,73,80,44,60,48,67,50,69,79,61,53,57
208573,41,41,34,61,55,44,54,36,59,22,35,28
248000,32,28,30,53,38,44,45,26,32,26,46,32
254912,67,66,78,53,77,51,48,62,45,36,67,54
221633,74,81,66,58,61,53,63,74,74,59,55,46
231107,60,65,57,57,50,65,72,70,80,69,32,54
258210,66,64,61,64,50,43,77,60,56,55,35,52
254626,72,71,62,72,82,61,64,59,39,50,63,45
253858,76,70,75,66,68,46,51,72,60,42,61,49
253346,63,64,64,61,58,49,57,74,59,59,64,56
253090,25,31,32,62,34,49,49,25,61,20,38,22
240068,79,79,84,55,88,52,78,70,35,52,62,49
222660,70,80,45,57,67,60,82,57,82,61,23,62
212932,74,72,76,62,78,61,82,57,63,59,65,67
240067,70,68,65,56,71,51,60,42,58,43,59,59
171971,47,40,64,62,64,70,51,69,74,74,66,70
225731,70,71,57,66,55,67,35,79,71,68,62,63
232897,71,75,74,58,70,56,53,71,60,56,60,62
223427,61,49,65,62,65,51,77,72,75,71,54,58
207811,69,73,78,58,83,65,68,84,65,65,66,64
258498,42,52,32,58,35,49,65,21,62,17,27,22
192450,66,65,64,63,66,68,83,68,90,87,56,61
244162,74,80,74,53,66,69,61,76,67,78,59,55
243650,75,73,68,70,74,74,57,68,77,77,61,71
212418,39,33,68,62,53,54,42,76,81,70,52,56
208834,31,33,37,59,61,42,70,64,73,65,27,56
206274,73,74,72,60,66,65,64,63,62,52,53,59
242369,74,66,79,63,76,65,51,64,47,59,67,67
262333,69,65,66,57,71,70,59,67,60,51,62,63
251068,70,67,68,55,63,39,61,82,69,47,36,48
206524,72,77,76,58,70,47,90,62,77,61,43,58
262042,62,69,37,59,40,49,63,59,81,58,31,54
220573,81,81,70,58,81,59,78,72,49,26,60,51
204701,79,80,86,62,79,59,70,63,35,48,62,55
214940,42,52,44,62,51,53,79,66,81,65,31,48
251291,72,69,65,57,56,65,63,64,75,67,65,57
247963,34,43,38,59,52,57,71,60,85,67,42,57
239259,62,67,42,60,50,46,68,60,88,72,26,55
238235,65,69,80,61,81,57,79,73,59,54,65,64
234651,77,75,70,55,71,58,66,76,70,60,45,50
228763,75,73,72,58,65,65,71,67,75,81,64,63
223899,70,74,70,60,71,63,71,73,71,45,66,66
244634,71,69,69,56,64,59,68,72,81,62,61,63
254877,71,66,87,57,87,71,70,52,49,26,56,62
243354,80,78,73,65,75,61,52,87,63,49,65,58
234650,74,73,69,58,68,58,70,70,61,65,56,57
231322,76,76,74,52,64,60,71,32,60,33,62,52
200346,67,71,76,63,54,65,60,62,72,61,66,70
253593,75,69,71,66,69,66,85,77,77,66,48,58
251289,64,66,57,64,53,57,72,67,74,71,49,46
243353,78,72,80,62,84,52,63,61,49,61,60,62
242841,92,92,92,48,75,61,53,44,37,34,61,63
242073,21,25,33,60,45,47,65,22,47,19,26,33
238489,48,52,50,63,49,45,62,31,69,31,52,37
252573,68,70,66,59,61,45,60,66,55,61,42,48
208030,55,53,52,61,31,75,79,73,85,83,57,64
252859,78,84,72,66,70,60,50,85,51,62,60,58
257185,71,74,71,62,73,48,58,73,60,65,46,53
248507,78,76,75,63,65,63,70,64,67,30,55,58
245691,76,81,80,57,80,69,61,60,47,68,53,51
232379,65,41,70,63,76,69,72,65,47,50,62,47
204219,50,52,58,63,63,40,80,53,78,67,30,50
263099,78,76,52,58,63,30,55,70,67,59,58,55
233378,56,60,58,62,66,65,54,61,65,55,67,65
230306,49,53,39,62,42,59,65,66,72,82,32,57
212130,50,70,54,64,69,40,67,38,78,74,31,70
211362,66,65,61,64,66,56,80,74,73,74,46,59
260513,62,65,59,61,65,65,63,67,65,65,68,50
251041,71,72,66,63,79,62,73,80,69,64,50,53
219806,60,60,49,65,48,74,54,50,88,74,51,67
237217,84,89,68,60,73,68,75,67,63,54,57,63
233121,88,83,80,62,76,74,75,68,71,50,52,57
156321,34,44,34,64,71,71,49,34,97,74,61,68
255136,57,65,57,59,51,32,76,70,77,53,29,49
253856,68,68,63,63,66,62,63,69,77,61,55,62
192671,53,59,71,66,58,67,91,66,71,71,66,70
254879,74,70,81,57,81,65,72,67,46,68,52,53
246175,73,90,46,59,49,68,74,65,75,63,54,52
262303,73,70,73,64,72,68,73,63,54,68,56,58
222622,72,74,70,55,70,62,54,72,62,56,53,60
241076,36,38,30,56,33,44,49,20,53,19,24,20
210792,84,85,77,58,69,75,78,62,69,39,54,58
230836,77,74,70,60,63,52,73,72,65,62,45,54
204210,40,34,48,64,47,55,72,33,84,55,48,63
204468,76,70,74,60,70,65,34,76,66,33,61,62
253614,58,57,54,60,59,44,52,72,68,66,59,46
255406,65,69,60,58,60,48,70,70,68,68,31,48
244655,78,78,76,60,63,63,46,60,36,33,64,54
253615,64,70,64,60,65,66,54,70,72,61,63,49
205232,55,65,69,63,74,66,64,70,69,62,65,69
214192,65,73,48,57,50,63,75,55,81,76,32,53
247216,67,48,73,60,84,72,62,71,56,65,60,55
259504,65,58,60,47,63,63,45,63,55,38,68,58
164529,32,31,36,64,59,53,65,50,72,64,49,69
253105,74,77,73,58,75,59,53,57,56,45,62,64
254897,39,44,41,61,39,36,71,71,87,67,39,47
260273,76,74,70,55,70,65,70,70,68,33,50,45
198322,51,43,81,61,59,66,65,59,81,70,66,73
172208,63,61,68,64,70,67,67,76,71,46,65,65
213170,64,34,70,62,54,66,75,75,76,72,66,62
212915,45,49,32,58,46,47,54,25,75,19,54,31
202164,62,37,61,60,67,67,78,77,73,83,51,62
231090,80,80,75,65,64,60,58,66,47,47,50,64
254899,87,86,77,56,81,55,70,78,72,52,53,61
241587,65,66,67,58,72,63,72,85,77,81,53,53
240563,84,80,81,54,76,55,61,60,48,30,55,57
220851,66,63,62,62,74,52,63,75,58,67,55,62
234163,80,74,84,50,83,61,61,61,46,59,53,61
259762,77,75,68,56,67,48,65,75,64,63,52,58
184242,69,66,80,65,73,67,81,75,71,60,65,65
240050,86,86,84,59,85,50,80,81,69,67,51,59
235442,72,69,47,50,63,30,66,71,70,62,38,49
234418,81,84,78,62,71,50,80,71,67,74,56,50
259206,41,24,38,51,25,53,37,27,63,28,35,38
245639,70,70,71,55,65,65,51,63,47,35,66,55
213127,73,68,72,58,72,34,77,72,66,55,53,55
231303,49,55,45,63,41,35,80,67,80,62,32,64
234631,75,78,80,60,75,65,64,72,75,62,60,60
237959,65,73,66,62,68,55,87,79,70,68,52,55
244871,81,76,75,55,77,59,63,85,44,31,59,56
247944,31,32,26,60,33,46,54,38,48,31,55,37
257159,83,80,78,60,76,63,67,58,43,46,52,53
208776,32,36,31,56,28,30,45,27,71,22,24,29
228744,70,68,75,59,79,54,75,75,58,54,61,55
236168,71,66,78,72,90,68,71,68,38,61,68,70
240008,63,69,64,62,63,33,90,74,82,77,52,59
240776,50,44,64,67,51,45,72,42,71,34,60,62
260744,68,67,58,60,67,67,71,58,63,31,55,62
259205,72,66,74,58,72,65,66,60,58,67,63,65
201094,51,48,56,56,58,47,58,30,49,38,49,49
237443,21,34,28,63,28,44,37,43,68,25,50,31
257669,24,25,31,48,50,44,50,27,53,33,39,35
260227,74,67,64,59,58,53,73,71,82,60,55,48
232067,75,74,77,65,76,51,64,61,41,25,51,50
234883,77,67,81,64,80,52,57,82,46,49,63,61
208009,66,74,62,58,62,66,64,55,63,46,58,53
241027,82,74,73,55,78,60,79,63,54,55,55,54
243587,16,22,35,64,41,50,57,27,63,28,50,42
244867,24,26,46,61,30,46,62,25,67,45,54,55
204420,72,71,68,64,63,73,48,81,68,70,56,50
253573,80,75,74,68,64,31,73,76,77,49,67,62
233092,63,63,68,64,68,64,66,72,65,65,62,55
257412,84,85,76,51,78,38,65,74,64,52,55,52
216453,75,74,73,56,75,52,72,89,63,57,58,62
216709,34,35,45,50,64,50,79,54,76,59,37,68
232581,38,75,35,61,47,64,50,85,91,60,33,60
235397,77,75,74,60,72,62,62,74,60,42,64,61
261000,68,70,61,61,66,55,65,70,55,44,62,55
233869,45,50,46,62,48,50,70,34,81,72,44,60
223369,72,67,75,63,83,41,90,89,59,57,39,55
240777,55,54,59,64,73,33,60,49,48,66,39,52
220558,57,50,67,64,66,63,76,72,61,51,63,58
238990,76,71,77,65,77,67,66,55,55,31,49,52
245390,55,52,57,57,70,53,65,68,58,63,58,54
245902,75,73,72,62,71,65,70,60,58,62,60,60
251022,82,80,82,54,73,48,58,78,60,51,58,55
251534,48,49,44,53,41,64,48,32,83,71,42,67
193166,30,27,32,62,30,69,70,69,91,45,67,81
259214,75,70,63,61,71,69,51,63,61,55,63,62
263823,69,64,69,62,70,58,57,69,64,60,63,65
226447,60,60,44,63,46,31,58,56,75,60,23,59
253583,27,28,30,56,27,47,30,51,75,64,46,68
182160,86,84,74,58,80,65,43,74,67,63,62,55
261264,72,74,68,55,68,51,74,63,70,65,51,56
201873,38,33,35,62,41,47,43,21,64,27,38,50
253841,48,51,46,62,29,49,65,33,64,18,42,45
197774,81,80,83,59,81,67,33,82,46,54,58,61
260237,77,82,73,55,64,38,76,74,54,77,51,56
252045,72,75,71,55,81,64,82,64,56,57,38,46
229771,61,54,51,58,53,40,78,88,74,63,43,55
245129,70,72,65,68,64,45,76,63,75,55,43,65
183945,83,91,66,61,52,66,63,76,81,50,60,61
258953,77,75,77,57,81,67,63,64,64,44,58,58
260233,61,63,43,61,62,48,68,68,72,54,33,61
261257,79,84,62,61,60,58,48,60,57,43,54,51
230794,80,77,77,63,82,62,34,62,37,55,67,64
236939,66,65,67,63,67,44,77,62,76,68,30,58
250765,66,68,66,63,65,46,70,72,67,64,55,58
252555,73,74,83,58,75,46,61,65,59,49,56,56
214924,63,66,61,54,61,44,81,64,76,64,52,66
232332,69,70,31,64,42,39,68,55,79,61,32,55
148365,54,55,66,65,68,70,70,52,67,64,58,70
216461,50,48,46,62,64,46,74,65,65,68,63,64
254594,90,84,79,52,76,65,65,80,32,54,31,47
264323,71,70,70,61,66,59,69,60,70,57,58,62
263553,70,72,65,56,61,72,70,62,65,45,62,63
247938,73,74,70,60,66,51,45,73,61,41,64,57
210147,67,72,68,60,65,47,72,72,65,61,55,58
240611,82,82,79,62,82,64,82,83,80,75,62,66
241379,82,81,84,58,74,63,58,69,57,51,62,65
253923,70,66,59,55,67,65,59,62,67,34,55,61
254179,57,64,52,58,57,43,49,69,73,52,53,45
