ID,Positions,BestPosition,ClubPosition,NationalPosition
260417,CB,CB,CB,
259139,LW,CAM,SUB,
254019,RM ST,ST,SUB,
243523,CB,CB,SUB,
240451,LB LM,LM,CAM,
173891,LM ST,LM,LM,
209475,RM RW RWB,RM,SUB,
203331,RW RM,RW,RW,
195905,CB LB,CB,CB,
259905,LM CM,CAM,LW,
242751,CB,CB,SUB,
254273,CDM CB CM,CDM,SUB,
244801,ST,ST,SUB,
243009,CB,CB,,CB
251456,CB,CB,CB,
240448,CDM CM LB,LWB,SUB,
234816,CB,CB,SUB,
200256,CDM,CDM,SUB,
259903,CDM,CDM,SUB,
258025,CAM CM RW,CAM,CM,
231402,LB LM,LM,LB,
242500,CB,CB,CB,
236010,CM CAM,CAM,LW,
236270,CDM CM,CDM,SUB,
236782,RW LW ST,CAM,RES,
252910,ST RM,ST,SUB,
258286,LM LW RM,RM,RM,
259054,ST,CAM,SUB,
225519,ST,ST,ST,
236783,RM,LM,SUB,
255471,CM,CDM,CDM,
257007,ST,ST,ST,
262384,CAM CM CDM,CAM,CAM,
211952,LM RM,LW,LW,
221680,CB,CB,RB,
176368,RB RWB,RB,SUB,
189936,GK,GK,RES,
203249,LM CAM ST,LM,SUB,
204785,ST,ST,ST,
211953,GK,GK,GK,
237809,RM LM,LM,RM,
251633,RM,RM,SUB,
208878,CAM CM,CAM,SUB,
245997,ST,ST,SUB,
215277,CB,CB,CB,
241643,GK,GK,GK,
248810,RB CB RM,CB,SUB,
254954,ST,ST,SUB,
255210,CM CAM,CAM,SUB,
259818,LB CB,LB,SUB,
211435,ST,ST,ST,
212971,CDM CM,CDM,CDM,
219627,CAM LM RM,CAM,SUB,
240363,RM ST LB,RM,RES,
246763,RWB RB,RWB,SUB,
193260,ST LM RM,ST,ST,
53739,GK,GK,RES,
254443,CB CDM,CB,CDM,
189163,LM,LM,CM,
154860,RW RM,RW,SUB,
220908,RM LM,LM,SUB,
243180,RM CM ST,CAM,SUB,
244460,CB,CB,SUB,
254444,RW RB,RW,SUB,
226628,CB,CB,CB,
263493,ST,ST,ST,
208626,ST,ST,ST,
235014,RM,LM,RM,
255241,ST CAM,ST,RES,
251913,RM LM,RM,SUB,
184585,GK,GK,SUB,SUB
181001,GK,GK,SUB,
244489,CDM CB,CB,SUB,
243721,ST LW,ST,ST,
238345,RW LW ST,ST,SUB,
264457,RM LM,LM,RES,
196873,CDM CM CB,CDM,CM,
259848,RB RWB LB,RB,LB,
258824,CM CDM,CM,SUB,
203528,RM LM,RW,SUB,
263432,LB,LB,SUB,
251399,ST RW LW,ST,SUB,
248071,GK,GK,RES,
244743,LB LM CM,LM,SUB,
237575,GK,GK,SUB,
236551,CB,CB,CB,
233735,ST LW RW,ST,CAM,
263434,CB,CB,CB,
217098,CAM RW ST,CAM,ST,
235018,GK,GK,GK,
239627,ST,ST,ST,
231241,LM CM,RM,SUB,
254732,LB CB,LB,SUB,
248588,CM,CDM,CM,
231948,CB RB,CB,CB,
221964,GK,GK,SUB,
215820,CDM,CB,SUB,
263180,ST,ST,ST,
244235,RM ST,RM,SUB,
233227,LW,RM,LW,
243210,LWB LB,LWB,LB,
232203,LB LM,ST,SUB,
231947,ST,ST,ST,
223755,CAM CM,CAM,SUB,
156683,CM,CAM,SUB,
259850,LM LB LW,LM,RES,
255754,GK,GK,SUB,
254986,ST,ST,SUB,
245770,ST LW,ST,SUB,
225799,CDM CM,CDM,SUB,
232966,RM RW,RM,RES,
208965,CB,CB,SUB,
224518,CAM RW,LM,RF,
255047,CB LB,CB,SUB,
252999,LB LM,LB,RES,
241479,RB CB,CB,RES,
238919,GK,GK,GK,
236615,CDM CM,CM,RES,
232519,RW LW LM,LM,RW,
230471,CAM LM,LM,SUB,
229703,CB,CB,CB,
209223,LB CDM,LB,SUB,
256326,ST LM,ST,SUB,
235590,GK,GK,SUB,
232518,GK,GK,SUB,
230214,CB LB,CB,SUB,
212806,ST,ST,ST,
199750,RW CM,RW,LW,
246341,LB LM RM,LB,LB,
245061,CM CAM CDM,CAM,RES,
175941,CB,CB,RES,
220997,LW RW,LW,SUB,
204104,ST,ST,SUB,
208968,GK,GK,GK,
221768,CB CDM CM,CB,CB,
210437,CDM CM,CM,CAM,
217606,LM RM,LM,RES,
210182,CB CDM,CB,SUB,
261637,CM CDM,CDM,CM,
241157,LB,LB,LB,
239365,ST,ST,SUB,
234501,RB,RM,SUB,
228869,RB CB,RB,SUB,
217093,CM CAM CDM,CM,SUB,
254212,RB,RB,RB,
222024,GK,GK,GK,
162052,GK,GK,GK,
263172,CDM CM RB,CDM,RES,
258819,RM LM,CAM,SUB,
243459,ST,ST,SUB,
235267,CB,CB,SUB,
210691,LWB LM,LWB,LWB,
232520,RW LM ST,RM,RES,
229704,GK,GK,SUB,
258289,CM CDM,CM,CDM,
225266,LW CM,LM,SUB,
221847,CM CDM,LM,CM,
200845,ST,ST,ST,
252807,CDM,CDM,CM,
242568,CB LM RM,CB,CB,
243080,RB RM,RB,SUB,
199049,CB,CB,SUB,
211594,LB LWB,LB,LB,
211850,CAM ST CM,LM,SUB,
221322,CB,CB,CB,
241034,LB LWB LW,LB,LW,
214923,LB,LM,SUB,
219275,CDM,CDM,CDM,
229259,CB,CB,CB,
231307,LB LWB,LB,LWB,
232843,CAM CM RM,RM,SUB,
200844,LWB LB RB,LWB,LWB,
232076,RM LM,RM,RM,
234636,ST,ST,SUB,
237964,LB LM,LB,RES,
186508,GK,GK,GK,
254604,GK,GK,SUB,
246407,RB RM,RB,RM,
224391,CB,CB,SUB,
205447,RB RM,RB,RB,
190852,RM ST,RM,SUB,
204931,GK,GK,SUB,
229507,CB,CB,CB,
184707,ST,ST,SUB,
215684,RWB LWB,RWB,LWB,
229508,CM CDM,CM,SUB,
234372,CDM CM,CDM,CDM,
239492,RB CDM,RB,SUB,
241540,RW,RM,RW,
257924,LB,LB,SUB,
187782,CDM CM,CDM,SUB,
258692,CF RM ST,CAM,RM,
235141,GK,GK,GK,
140422,CB,CB,SUB,
215430,CM CDM,CM,SUB,
215686,CDM,CDM,CDM,
226438,LWB LB,LWB,LB,
228230,CM,CM,CDM,
231814,ST,ST,ST,
189836,LB LWB,LB,SUB,
202125,GK,GK,RES,
257154,ST RW,ST,SUB,
209805,GK,GK,GK,
222611,CM CDM RM,CAM,SUB,
241044,CB,CB,SUB,
242068,GK,GK,SUB,
253844,GK,GK,GK,
223125,CM CAM CDM,CM,SUB,
225685,RB,RB,RB,
228757,CDM CM CB,CDM,CB,
245653,ST,ST,SUB,
248213,CB,CB,RES,
193173,CM CDM,CDM,CDM,
199830,CAM CM CDM,LM,CAM,
221846,RB,RB,SUB,
222870,LWB,LM,SUB,
223638,CB,CB,SUB,
233878,CM CAM RM,CAM,SUB,
234902,ST LW RW,ST,SUB,
237718,LM ST LWB,ST,SUB,
253846,GK,GK,GK,
258710,ST,ST,ST,
216467,CAM CM,CAM,RM,
264595,ST,ST,SUB,
253842,GK,GK,GK,
246158,GK,GK,GK,
214413,CM CDM,CDM,SUB,
215693,GK,GK,SUB,
262286,GK,GK,SUB,
199566,LB,LB,SUB,
207502,LB,LB,LB,
213646,GK,GK,SUB,
234382,LB RB LM,LWB,LB,
236174,CAM RW,CAM,SUB,
251790,CAM,CAM,SUB,
244626,ST,ST,LF,
224770,ST RW,ST,RW,
246415,RB,RB,RB,
240528,CDM CM,CM,SUB,
241040,RB,RB,SUB,
256912,CB,CB,SUB,
251281,CM CDM,CM,CM,
205202,CB,CB,CB,
244114,CDM CB,CB,CDM,
202115,LB LWB LM,LB,SUB,
235906,CAM LM,CAM,SUB,
243698,CB RB,CB,SUB,
241659,ST,ST,SUB,
216823,ST,ST,ST,
229367,ST,ST,SUB,
236279,CB,CB,CB,
173815,CB,CB,CB,
240119,RM LM,RM,SUB,
254711,CM CDM,CM,CM,
248056,LB LWB,LB,LB,
258040,CM LM,CM,CM,
232697,RB LB,RB,RB,
236281,LM RM,LM,SUB,
238329,LM CAM,RM,SUB,
239353,RB,RB,SUB,
246265,CDM CM,CDM,SUB,
190457,RW,RW,SUB,
260089,CB,CB,SUB,
208122,CB LWB,CB,SUB,
192250,CB,CB,CB,
260090,CM CDM,CM,SUB,
262138,CB,CB,SUB,
260086,ST,ST,ST,
256502,CAM,CAM,RES,
243702,RB RWB RM,RB,RB,
215028,CM CAM CDM,CDM,SUB,
255218,CB,CB,CB,
259570,LW RW,RM,SUB,
241139,CB,CB,CB,
251635,LB,LB,LB,
254707,CM CDM,CM,RES,
196339,CM CDM CAM,CDM,CDM,
205044,CAM CM LM,CAM,SUB,
212980,CB,CB,CB,
215540,RB RW LW,RB,RW,
239606,LB,LB,SUB,
229620,RM RWB,RM,RM,
178421,CM CAM LM,CAM,SUB,
246005,LB,LB,LB,
248821,LB RB,LB,SUB,
188917,LB,LB,LB,
204278,RB,RB,SUB,
210422,GK,GK,GK,
229878,LM ST RM,LM,RES,
225531,CB,CB,SUB,
243963,CM CAM LM,RM,CAM,
203138,CM CDM,CDM,CM,
259067,GK,GK,RES,
253053,CDM CM,CDM,SUB,
258173,ST,ST,SUB,
203902,CAM CM LW,RM,CM,
231550,RM RB,RM,SUB,
246910,LM,LM,RES,
252030,CB CDM,CB,CB,
237695,GK,GK,SUB,
239999,GK,GK,SUB,
240511,CAM CM ST,CAM,SUB,
252799,GK,GK,SUB,
263808,LW RW ST,RM,SUB,
220544,LM,LM,SUB,
223104,ST,ST,SUB,
253568,ST,ST,ST,
213377,ST,ST,SUB,
213889,LWB LB,LWB,LWB,
220545,ST LW,ST,ST,
244097,RM ST LM,ST,SUB,
261249,CM,CAM,RES,
246909,LB LM,LWB,LM,
211581,CB,CB,CB,
244348,RB,CDM,SUB,
223997,ST RM,ST,ST,
221692,ST,ST,ST,
225532,CB,CB,SUB,
226044,ST LW,RM,ST,
236028,GK,GK,RES,
186876,CB,CB,CB,
254204,LB LM,LB,LB,
204541,RB RM,RB,RB,
220669,ST,ST,SUB,
264446,ST,ST,ST,
239740,LM RM,CAM,RM,
222206,ST LM,ST,LM,
231678,CB,CB,SUB,
237310,LB,LM,SUB,
242686,CAM CM RW,CAM,RW,
245758,LM ST,ST,SUB,
226815,LB,LB,SUB,
239739,ST,CAM,SUB,
263804,RB RWB,RB,SUB,
229378,LB CDM,LB,SUB,
244676,GK,GK,SUB,
252929,RM CAM,RM,RES,
210715,GK,GK,SUB,
227866,ST,ST,ST,
216346,RB,RB,SUB,
213274,GK,GK,GK,
190489,RM,RM,RM,
234521,CM,CM,CM,
209177,LB,LB,LB,
204825,GK,GK,SUB,
203569,RM RW,RM,RM,
248112,CM,LWB,CM,
231728,ST,ST,SUB,
156464,CB,CB,CB,
203824,GK,GK,RES,
258095,LB CDM,LM,SUB,
234799,CDM CM,CDM,SUB,
224558,CB,CB,SUB,
219694,CB,CB,CB,
213294,CAM LM,CAM,SUB,
199470,RM LM ST,RM,SUB,
196910,ST,ST,SUB,
241946,CB CDM,CB,CM,
220187,CAM,RM,CAM,
240941,RW LW,ST,RES,
236315,CB CDM,CB,SUB,
246047,CDM CM,CDM,SUB,
236831,ST LM CAM,ST,SUB,
235807,CM CDM,CM,CM,
231455,CDM CM,CDM,SUB,
231199,CDM CM CB,CDM,SUB,
220191,CB,CB,SUB,
247582,CM CAM,CDM,CAM,
168990,CDM,CDM,RES,
224542,CDM CM,CDM,SUB,
224286,LB,LB,LB,
202014,CB,CB,CB,
248861,LB LM,LB,LB,
247069,CB,CB,,
244509,LM ST,LM,SUB,
191260,LB CB,LB,RES,
241436,LB,LB,SUB,
203292,RWB RB CB,RWB,SUB,
262428,LW,LM,SUB,
238363,RB LB LM,RM,RB,
258093,LWB RWB,LM,SUB,
204333,CB,CB,CB,
246190,CAM,CAM,SUB,
244521,LM LWB,LM,LM,
235049,LB,LB,SUB,
234281,CAM CM ST,RW,SUB,
213801,CM,CAM,RES,
261160,ST,ST,SUB,
231720,GK,GK,GK,
229416,LB CB,LB,LB,
198952,CM CDM,CM,SUB,
257319,RW LW,RM,SUB,
190247,RB CB,RB,RB,
255015,LM,CAM,SUB,
235303,LB,LB,LB,
206631,CM CAM LB,CM,SUB,
262439,GK,GK,GK,
253990,GK,GK,GK,
251686,CB,CB,SUB,
184614,ST,ST,ST,
241190,ST,ST,SUB,
233254,ST CAM,ST,ST,
228646,LM ST,LM,LM,
243241,CB LB,CB,SUB,
255273,CB CDM,CB,CB,
258092,CAM CM,CAM,SUB,
259881,LB LM,LB,LB,
191532,CB,CB,CB,
183596,GK,GK,GK,
235820,GK,GK,SUB,
232748,LB RB,LB,LB,
224556,LB LM,LB,LB,
219948,ST RW,ST,ST,
212481,CM CAM CDM,CM,CDM,
258603,RB CB,RB,SUB,
257579,CDM,CB,SUB,
245035,CDM CM,CDM,SUB,
237867,CDM CM,CDM,CDM,
211499,LB LW,LB,LB,
262699,CAM,CAM,CM,
262443,CDM CM,LWB,CDM,
237098,CAM CM RM,CAM,SUB,
233514,CB LWB,CB,SUB,
229930,RB,RWB,RB,
262442,RB,RWB,RB,
261161,ST,ST,ST,
247071,CAM LM,RM,,
248351,RW LW,RM,SUB,
253983,ST,ST,RES,
213368,CB RB,CB,SUB,
254327,LWB LB,LWB,SUB,
226679,LM,LM,SUB,
247414,RB RM,RB,RM,
176246,ST LW CAM,RW,ST,
234358,RM RB,RM,RM,
191861,ST,ST,SUB,
241269,RWB,RM,RWB,
255860,ST CAM,ST,RES,
245364,LM,CAM,SUB,
243572,RB CB LB,RB,SUB,
240500,CB,CB,SUB,
232308,LW RW,LW,SUB,
221812,LB RB,LB,SUB,
263028,CB,CB,RES,
256883,LW RW,CAM,SUB,
247411,GK,GK,GK,
238963,CB,CB,CB,
227443,CM CDM CAM,CM,SUB,
224115,RB CDM,RB,RB,
254583,CB RB LB,CB,LB,
259704,ST,ST,SUB,
234784,RB CB RM,RB,SUB,
208505,ST CF,ST,ST,
221358,CDM CM,CDM,CM,
236923,RB,RB,RB,
236667,LW RM LM,LW,SUB,
221819,LM,LM,RES,
211067,CB,CB,RES,
198011,ST,ST,SUB,
262267,CAM LW RW,RM,LM,
251770,RW RM CAM,LM,SUB,
170362,CM CDM,CM,SUB,
229498,LB,LB,SUB,
213626,GK,GK,SUB,
210042,CAM ST,ST,SUB,
206202,CM CDM,RM,CM,
263290,RB,RB,RES,
263034,CB LB,CB,CB,
178297,LB LWB,LB,LB,
229753,CDM CM,CDM,RES,
227961,LB LWB,LWB,LB,
224633,CB,CB,CB,
205939,RB RM RW,RB,RB,
251762,RW LW RM,ST,RM,
248434,RM LM ST,ST,LM,
238450,CB,CB,CB,
248099,CM CDM,CAM,SUB,
246563,CB RB,CB,CB,
237347,LB,LB,LB,
160035,LB,LB,CB,
203043,RW ST,RW,SUB,
242722,CB,CB,SUB,
229154,ST,ST,SUB,
214818,ST,ST,SUB,
256545,RM RWB,RM,SUB,
248097,RB RM,RB,RB,
231713,CAM RM,RM,SUB,
229409,LM LWB,LM,SUB,
221985,CB,CB,SUB,
213281,CDM RB RM,CDM,CDM,
212513,RW,RM,RW,
203809,CB,CB,CB,
261152,GK,GK,GK,
253472,LB LM LWB,LWB,LWB,
252192,RB RM,RB,SUB,
193059,CB CDM CM,CB,SUB,
219684,RM ST LW,RM,LW,
160292,CDM CM,CDM,CDM,
224624,RB RWB,RB,RB,
218738,RW LW,CF,SUB,
212338,CDM CM,CDM,CDM,
257649,CB,CB,CB,
253809,CB,CB,SUB,
237169,LB,LB,SUB,
235633,GK,GK,SUB,
262513,ST,ST,ST,
242800,RB,RB,SUB,
252527,CB,CB,CB,
252964,RB RM,RB,SUB,
241007,LB CB,LB,SUB,
230511,ST LW,LW,SUB,
223855,CDM CM,CDM,CM,
263791,ST CF,ST,RES,
255854,CB,CB,RES,
255781,RB RM,RB,SUB,
232741,RM CAM CF,RM,SUB,
255524,CB,CB,SUB,
157734,GK,GK,SUB,
223014,CM,CM,SUB,
219661,CB,CB,SUB,
257303,CB,CB,CB,
237592,RB CB RWB,RB,RB,
247320,RM LM,RM,SUB,
253464,CDM CM,CDM,CM,
192792,GK,GK,SUB,
254719,CB RB,CB,CB,
228863,CAM LW,CAM,RES,
257621,RWB RB RM,RWB,RES,
236629,LB,LWB,RES,
240212,GK,GK,SUB,
235860,GK,GK,,SUB
234836,RM CM,RM,SUB,
199508,CB,CB,SUB,
198740,LB RB CM,CM,LWB,
197716,LM RM ST,ST,SUB,
196948,CDM CB,CAM,SUB,
248147,CF CAM,CAM,LF,
236627,CM CDM,CAM,CM,
235347,LB LWB,LB,SUB,
233043,CDM CM,CDM,SUB,
220184,RM LW RW,RM,SUB,
252183,RB LB CB,RB,SUB,
246547,CB RB,CB,CB,
243735,GK,GK,SUB,
254739,LM,LM,LM,
221972,CB,CB,CB,
230676,CB RB,CB,SUB,
165908,CDM CM,CDM,RES,
237332,ST,RM,ST,
239892,RM ST RW,CAM,SUB,
246548,LW CM,RM,CM,
261652,CB RB,CB,CB,
262165,CAM LM ST,CAM,SUB,
202517,ST,ST,ST,
239125,ST,ST,ST,
244757,RB LB,RB,RB,
181013,CM CDM,CM,CM,
247061,RM ST,RM,RES,
251669,CM CDM,CDM,SUB,
254741,RB,RB,CB,
228887,CB,CB,CB,
237335,CAM CM,CAM,RES,
237591,CB,CB,SUB,
225875,RB RM LM,RB,RB,
253522,LM LW,RM,SUB,
247122,ST,ST,RES,
214354,RM ST,RM,LM,
253772,CAM CDM CM,RM,CM,
243276,LM,LM,SUB,
231500,LB LWB,LB,LWB,
247883,RB,RB,RB,
172619,ST CF RW,ST,SUB,
236875,LB LM,LWB,SUB,
225355,CDM CM,RB,CDM,
219467,RB,RB,SUB,
188490,CM,CM,CM,
252490,CM CDM,CAM,SUB,
244810,GK,GK,RES,
239690,CDM CM,CDM,SUB,
226122,ST,ST,SUB,
216394,RB LB,RB,SUB,
203850,CB,CB,RES,
262474,CB,CB,CB,
258889,RB,RWB,RWB,
258121,CF,CAM,RF,
237385,CM,CM,CM,
200781,CDM CM,CDM,CM,
238925,RB,RB,RB,
241485,LM LW,LM,SUB,
223823,GK,GK,GK,
204626,LB LW CM,LB,SUB,
202322,CDM CB,CDM,CM,
255313,CAM CM,CAM,CAM,
237393,CAM CM,CAM,SUB,
212817,ST,ST,SUB,
211793,CB,CB,CB,
242512,CB LB,CB,CB,
239952,CB,CB,,SUB
219471,CB,CB,SUB,
241741,CAM RM,CAM,SUB,
193358,CM,CM,CM,
255310,CDM CM RM,CDM,SUB,
184142,CDM CM,CB,RES,
182094,CB CDM CM,CB,SUB,
240974,LW,CAM,SUB,
227150,CM CDM,CM,CM,
138830,CB,CB,CB,
254029,CB,CB,RES,
253715,LM RM,LM,RM,
244755,CB,CB,SUB,
221709,RB LB,RM,SUB,
229849,CM RB,RM,CM,
222937,CDM,CDM,CDM,
255448,LW,CAM,LW,
242648,RM RB,CDM,RM,
236248,CAM LW CM,CAM,RW,
222168,ST,ST,RES,
212440,LW RM CM,LW,RM,
248023,CDM CB,CB,SUB,
246231,RW CAM,CAM,SUB,
245719,CDM,CB,CDM,
224983,RW LW,RW,SUB,
158167,CB,CB,CB,
246230,ST LM,ST,SUB,
244438,CM CDM,CAM,SUB,
202966,CB,CB,SUB,
259797,CM CDM,CM,CM,
247509,CDM CM,CDM,CDM,
233173,CM CDM,LM,CM,
212693,LB RB CM,LB,RES,
253396,ST LM,ST,RES,
226265,CM CDM,CM,SUB,
231897,CM,CM,CM,
202259,CB RWB,CB,CB,
176345,GK,GK,SUB,
225757,CAM ST,LM,SUB,
251356,LM CF,ST,LM,
241884,LM LB CB,LWB,CB,
240860,RM LM,CAM,RES,
232412,CM,CDM,SUB,
226524,GK,GK,SUB,
202204,RB,RB,RES,
256731,ST RW,ST,RES,
254427,RB,RB,RB,
240603,CDM CM,CM,SUB,
238043,RM LM,RM,SUB,
235995,CB,CB,RES,
224475,GK,GK,GK,
220635,CM,CM,CM,
264667,ST,ST,RES,
262619,CB CDM,CB,SUB,
228058,CB CDM,CB,CB,
261081,RB,RB,RB,
258777,CB RB,CB,SUB,
175316,LB,LB,SUB,
239316,CDM CM,CDM,SUB,
172756,CDM CM,CB,SUB,
222420,CM RM,RM,SUB,
221711,RB CB,RB,RES,
239119,LWB LB,LWB,LWB,
263952,CB,CB,CB,
205072,CDM CM,CDM,CM,
228624,CB,CB,CB,
240912,CB,CB,CB,
192528,CB,CB,SUB,
259088,CB,CB,RES,
261648,CAM CM,RM,CM,
224017,CDM,CDM,CDM,
232465,CDM CM,CDM,CDM,
234513,CB,CB,CB,
246289,ST LM LW,ST,SUB,
186385,CDM CM,CDM,RES,
200210,CM,CM,CM,
208914,CB,CB,SUB,
241938,LB CM CDM,CAM,SUB,
254994,CB,CB,SUB,
197907,ST,ST,SUB,
220943,ST,ST,SUB,
260622,ST LM,ST,SUB,
110606,GK,GK,GK,
244946,CDM CB RB,CDM,SUB,
221652,CB,CB,RES,
209364,LWB LB,LWB,LWB,
207828,ST,ST,ST,
244435,CDM RB CM,RM,CDM,
243155,CB,CB,SUB,
242643,CDM CM CB,CDM,SUB,
240595,GK,GK,SUB,
258770,RB LB,RB,RES,
221906,CB,CB,CB,
229646,CB,CB,CB,
221394,CDM,CDM,SUB,
259281,CM CDM RM,CAM,CM,
244945,CB,CB,SUB,
232657,ST,ST,SUB,
250893,CM CDM,CAM,CDM,
262158,CB,CB,CB,
222222,LB LM CM,LB,CM,
228366,CB,CB,CB,
244398,LB LWB,LWB,LB,
207660,CB CDM,CDM,SUB,
242623,CB,CB,CB,
245351,LB LM,LM,SUB,
258412,CB,CB,SUB,
253292,ST,ST,SUB,
237420,CDM CM,CDM,SUB,
209004,RB LB,RB,LB,
258923,CAM RM LM,CAM,RES,
228715,CDM CM,CDM,CM,
253034,CB RB,CB,CB,
239210,CB,CB,SUB,
223082,GK,GK,RES,
200298,CB RB,CB,CB,
251497,CDM,CDM,CDM,
245865,GK,GK,SUB,
239721,ST,ST,ST,
224361,CM CAM,CAM,SUB,
211817,CB CDM,CB,CB,
205929,LM CM,LM,SUB,
255592,LM CAM CM,CAM,RES,
252008,CB,CB,CB,
159080,CM,CM,RES,
213864,CB,CB,CB,
209256,CB,CB,CB,
197480,ST,ST,ST,
255591,RM RW,RM,SUB,
211053,GK,GK,GK,
230509,ST,ST,SUB,
233581,ST RM,LW,SUB,
259584,LM LB,LWB,RES,
195480,RB,RB,,SUB
256408,RM CAM,CAM,RES,
251032,LWB,LWB,SUB,
245400,ST RW,ST,SUB,
242840,CB,CB,CB,
217088,ST RW LW,ST,ST,
221696,CM CDM LM,CAM,SUB,
235520,ST RM LM,ST,SUB,
253952,CM,CAM,SUB,
258560,ST,ST,ST,
260282,LB LM RM,ST,LB,
257645,CB,CB,SUB,
242362,CB,CB,SUB,
261561,LB,LWB,SUB,
200449,CB,CB,SUB,
259769,GK,GK,GK,
244921,ST,ST,RES,
237497,RB RWB RM,RB,RWB,
220089,CB RB,CB,RES,
229742,CDM CAM CM,CDM,RES,
225134,GK,GK,SUB,
262510,CM CAM CDM,CM,CDM,
247911,CAM CM,RM,SUB,
242279,CDM CM,CDM,CDM,
232372,RM CB,RM,SUB,
242023,LB LWB LM,LB,RES,
240312,CB,CB,RES,
262584,LM LB,LM,SUB,
192439,CM,CDM,CM,
244919,CB CDM,CB,RES,
238519,LB CB,LB,SUB,
238263,CB,CB,CB,
234167,CB LB CDM,CB,SUB,
233655,CAM RM,CAM,SUB,
229815,CB RB,CB,CB,
206263,ST,ST,ST,
201911,CAM,ST,CAM,
198839,RB RM,RB,RB,
198071,RB CB,RB,RB,
193206,CAM,CAM,CAM,
254902,CM,CAM,CM,
215990,CB LB,CB,CB,
210870,CM CDM,RM,RES,
248245,LB CM CDM,CDM,RB,
229557,LB,LWB,SUB,
208309,CDM CM CB,CB,CDM,
251572,RM LM,CAM,SUB,
179636,RWB RW,RM,RWB,
242612,LW RW,RM,RW,
254136,LW RW,CAM,,RW
257121,LWB LB LM,LWB,LM,
259937,GK,GK,GK,
243044,CDM CM CB,CDM,RES,
236903,LW RW,LW,RW,
162407,CB,CB,CB,
205159,CB,CB,SUB,
247910,CDM,CDM,CDM,
232550,CB,CB,CB,
259941,CDM CM,CDM,CM,
254565,RB CM,CM,SUB,
244837,RB CB,RB,RES,
229733,CB,CB,SUB,
209253,RWB,RWB,RWB,
171364,LB LWB,LB,SUB,
213090,CB,CB,RES,
235108,CM CDM,CM,SUB,
222820,GK,GK,SUB,
228707,CB RB,CB,CB,
224611,ST RW LW,ST,SUB,
156259,CB,CB,CB,
221539,ST,ST,SUB,
208739,CM CAM RW,RM,SUB,
204131,CDM,CDM,CDM,
253538,RB,RWB,SUB,
221538,CB,CB,CB,
261016,LB,LB,LB,
199321,GK,GK,SUB,
212377,CM ST CDM,CM,SUB,
233369,LB LM,CAM,LWB,
238784,CDM CM,CDM,SUB,
227520,CB,CB,CB,
204992,ST LW RW,RW,SUB,
257727,RB,RB,RB,
246434,CDM CM,CDM,SUB,
240319,CM CAM LW,CAM,SUB,
225983,GK,GK,SUB,
224447,RB,RB,RB,
223679,CDM CB,CB,CDM,
216255,CAM LW LM,CAM,RES,
213695,CAM CM,CAM,RES,
200895,LM RM,LM,CAM,
264639,LW RW,RM,RES,
198335,LB,LB,SUB,
257470,LM ST,CAM,RES,
262334,CDM CM,CDM,CDM,
187069,LB,LB,LB,
248765,LW RW,RM,SUB,
243133,RB LB,RB,RB,
237757,CB RB,CDM,CB,
236989,GK,GK,SUB,
223933,ST,ST,ST,
208573,GK,GK,SUB,
248000,GK,GK,GK,
254912,CAM CM,CAM,SUB,
221633,RB RM,RWB,SUB,
231107,CB,CB,SUB,
258210,CB,CB,CB,
254626,LW RW,LW,LW,
253858,LB LM,LB,RES,
253346,CDM CM,CDM,CM,
253090,GK,GK,GK,
240068,LM RM,LM,SUB,
222660,CB,CB,RES,
212932,CAM CM LM,CAM,SUB,
240067,LM RM,LM,LM,
171971,CM,CM,CM,
225731,CM CDM,CDM,CM,
232897,RM LM ST,RM,SUB,
223427,CDM CB CM,CB,SUB,
207811,CM,CM,CM,
258498,GK,GK,SUB,
192450,ST,ST,ST,
244162,LM,LM,SUB,
243650,CM CAM,CAM,SUB,
212418,CDM CM CB,CDM,SUB,
208834,CB,CB,SUB,
206274,RM ST,RM,SUB,
242369,CM,CAM,RES,
262333,RW CF CAM,CAM,RM,
251068,LB,LB,RES,
206524,CB,CB,RES,
262042,CB,CB,SUB,
220573,LM,LM,LM,
204701,RM LM,RM,RES,
214940,CB,CB,SUB,
251291,RM CM LM,LM,SUB,
247963,CB,CB,CB,
239259,CB,CB,RES,
238235,CM RW,CAM,SUB,
234651,RB RM,RB,RM,
228763,LM CAM,ST,SUB,
223899,ST CAM,ST,ST,
244634,CDM CB RB,CDM,RB,
254877,RW ST,CAM,SUB,
243354,CM RM,RM,RES,
234650,LB,LB,SUB,
231322,LW,LW,SUB,
200346,ST,LW,RES,
253593,CB,CB,CB,
251289,CB CDM,CB,SUB,
243353,RB CM,RB,RES,
242841,RM LM RW,LW,SUB,
242073,GK,GK,SUB,
238489,GK,GK,SUB,
252573,LB,LB,RES,
208030,CDM CM,CB,CDM,
252859,CM CDM LB,CM,CM,
257185,LB LM,LB,LB,
248507,ST,ST,SUB,
245691,RW RM,RW,RM,
232379,ST CF,ST,SUB,
204219,CB,CB,CB,
263099,LB,LM,SUB,
233378,CM CAM LW,CAM,SUB,
230306,CB LB,CB,CB,
212130,CB,CB,CB,
211362,CB,CB,SUB,
260513,CDM CM,CDM,SUB,
251041,LB CB,LB,LB,
219806,ST,ST,SUB,
237217,RM,RM,SUB,
233121,ST RM RW,ST,SUB,
156321,ST,ST,SUB,
255136,CB,CB,SUB,
253856,LB CB,LB,RES,
