ID,TotalStats,BaseStats,Overall,Potential,Growth
226151,1514,331,67,72,5
211047,1697,361,67,67,0
200807,1742,378,67,67,0
242533,1457,320,67,70,3
255590,1780,377,67,72,5
254566,1741,385,67,82,15
247142,1796,384,67,67,0
236390,1708,379,67,71,4
231014,1715,383,67,74,7
209510,1629,354,67,68,1
259173,1359,296,67,78,11
225632,1743,388,67,72,5
258655,1871,393,67,70,3
237407,1813,382,67,76,9
243123,1652,350,67,67,0
182096,1755,379,67,67,0
189776,1687,365,67,67,0
256080,1684,364,67,79,12
208977,1809,389,67,67,0
241745,1476,329,67,67,0
246097,1628,352,67,74,7
236467,1678,358,67,76,9
254131,1730,371,67,79,12
225872,1849,395,67,72,5
259251,1503,329,67,69,2
222645,1776,371,67,69,2
227509,1704,375,67,69,2
230325,1437,313,67,67,0
235957,1763,377,67,71,4
237749,1793,388,67,73,6
256849,1669,358,67,73,6
227920,1558,345,67,75,8
260377,1804,388,67,75,8
221791,1819,374,67,67,0
182621,1615,330,67,67,0
203615,1837,380,67,68,1
198751,1815,393,67,67,0
257118,1644,341,67,76,9
244318,1796,383,67,70,3
206430,1686,359,67,68,1
199262,1906,398,67,67,0
251229,1668,367,67,77,10
243549,1521,325,67,71,4
262426,1419,300,67,73,6
239709,1658,353,67,72,5
232541,1765,389,67,67,0
224093,1671,365,67,71,4
238775,1708,360,67,73,6
209769,1838,383,67,68,1
223850,1690,376,67,70,3
206106,1722,369,67,67,0
242908,1613,346,67,80,13
238563,1677,366,67,67,0
257831,1697,370,67,76,9
203357,1637,361,67,68,1
255580,1667,364,67,77,10
239642,1679,368,67,73,6
246298,1588,342,67,72,5
248602,1534,339,67,76,9
254234,1545,331,67,67,0
190490,1652,371,67,67,0
256282,1678,364,67,67,0
200475,1650,354,67,67,0
241179,987,355,67,76,9
243995,1706,373,67,75,8
222798,1810,393,67,67,0
239438,1539,340,67,71,4
191566,1833,378,67,67,0
259406,1640,360,67,83,16
201295,1767,364,67,67,0
204367,1148,368,67,68,1
211791,1767,380,67,67,0
214351,1118,390,67,67,0
224335,1707,367,67,68,1
190747,1650,347,67,67,0
232527,1554,335,67,68,1
171087,1797,375,67,67,0
241999,1473,320,67,69,2
244559,1661,361,67,73,6
213328,1756,368,67,72,5
183644,1871,388,67,67,0
232284,1090,369,67,78,11
226652,1780,379,67,67,0
204380,1182,387,67,70,3
202077,1686,355,67,67,0
208989,1615,357,67,67,0
194907,1915,400,67,67,0
222045,1736,362,67,69,2
260138,1712,370,67,76,9
188202,1092,372,67,67,0
230187,1784,367,67,67,0
244266,1583,350,67,70,3
238379,1785,390,67,78,11
262956,1055,358,67,71,4
234282,1576,356,67,69,2
223018,1662,368,67,67,0
248105,1630,340,67,75,8
246057,1789,383,67,75,8
232489,1823,382,67,67,0
220201,1645,347,67,70,3
257320,1782,383,67,79,12
183336,1804,379,67,67,0
241704,1699,365,67,71,4
231464,1651,368,67,70,3
222248,1825,393,67,67,0
201512,1737,372,67,67,0
258599,1504,328,67,70,3
210476,1061,360,67,69,2
251431,1689,372,67,76,9
245287,1770,381,67,77,10
238375,1662,363,67,68,1
234279,1842,389,67,67,0
226087,1691,362,67,68,1
208679,1097,359,67,67,0
258598,1640,360,67,74,7
255526,1790,382,67,72,5
240940,1562,336,67,78,11
202076,1739,376,67,67,0
238940,1589,350,67,67,0
253144,1521,334,67,70,3
260652,1682,356,67,67,0
261661,1875,400,67,72,5
211742,1846,389,67,67,0
234014,1701,343,67,67,0
245022,1514,335,67,71,4
246814,1756,367,67,82,15
248862,1633,360,67,74,7
254238,1602,361,67,71,4
253400,1525,332,67,74,7
194092,1855,393,67,67,0
203309,1711,376,67,67,0
255005,1748,378,67,71,4
212013,1766,373,67,67,0
229677,1762,379,67,69,2
234029,1607,339,67,67,0
214318,1715,372,67,68,1
243125,1626,360,67,67,0
262582,1698,365,67,77,10
241590,1457,328,67,78,11
199351,1782,368,67,67,0
231863,1720,363,67,75,8
259101,1775,372,67,73,6
252716,1657,357,67,68,1
206109,1815,387,67,67,0
229851,1472,317,67,67,0
248092,1507,334,67,67,0
259800,1605,340,67,67,0
221657,1629,361,67,67,0
229337,1724,360,67,75,8
242393,1741,378,67,74,7
176346,1835,376,67,67,0
247258,1801,387,67,75,8
257242,1722,378,67,70,3
259802,1534,349,67,69,2
209371,1763,371,67,67,0
226523,1546,339,67,70,3
190424,1720,347,67,67,0
262620,1666,361,67,68,1
173531,1134,381,67,67,0
240859,1572,330,67,81,14
247771,1756,380,67,77,10
257243,1796,386,67,71,4
230172,1100,342,67,69,2
234834,1530,336,66,68,2
246865,1595,345,66,75,9
257361,1597,351,66,76,10
259921,1671,357,66,69,3
204882,1856,391,66,66,0
233298,1602,363,66,66,0
234066,1830,391,66,80,14
246048,1505,326,66,78,12
237138,1674,353,66,71,5
225368,1491,330,66,68,2
244050,1760,392,66,77,11
247378,1743,366,66,66,0
232768,1701,356,66,66,0
184664,1546,318,66,66,0
213849,1683,353,66,66,0
176472,1527,321,66,66,0
241743,1824,380,66,66,0
239191,1540,331,66,70,4
235855,1613,354,66,73,7
240207,1708,376,66,68,2
193312,1150,368,66,66,0
210000,1894,403,66,66,0
233040,1747,383,66,71,5
169808,1870,389,66,66,0
206161,1780,375,66,66,0
224337,1692,364,66,66,0
242769,1608,352,66,77,11
244800,1747,386,66,69,3
209954,1830,387,66,66,0
198178,1609,349,66,66,0
190497,1736,364,66,66,0
255265,1554,343,66,71,5
238656,1618,355,66,73,7
258885,921,363,66,78,12
263489,1698,372,66,68,2
239443,1644,357,66,73,7
201035,1171,376,66,67,1
229707,1667,360,66,71,5
186450,1591,348,66,66,0
187218,1060,367,66,66,0
209491,1467,322,66,66,0
230995,1751,382,66,70,4
236883,1856,406,66,72,6
245849,1490,335,66,75,9
262986,1739,367,66,75,9
242003,1679,360,66,75,9
214356,1422,311,66,68,2
240468,1667,359,66,75,9
244052,1787,373,66,76,10
187988,1636,319,66,66,0
257620,1663,357,66,67,1
192596,1506,322,66,66,0
247882,960,365,66,74,8
255561,1766,381,66,79,13
244565,1806,387,66,76,10
251464,1657,374,66,82,16
239686,1649,366,66,70,4
253254,1735,372,66,75,9
232007,926,355,66,73,7
214088,1170,384,66,70,4
241736,1461,325,66,79,13
241992,1665,359,66,71,5
244040,1547,334,66,66,0
253256,1788,386,66,79,13
250953,1534,337,66,66,0
192840,1556,332,66,66,0
262985,1621,345,66,74,8
211785,1796,379,66,67,1
213321,1734,370,66,66,0
232521,1299,293,66,71,5
236617,1802,381,66,71,5
240969,1626,349,66,75,9
232533,1067,354,66,66,0
246613,1582,357,66,75,9
210241,1716,380,66,66,0
219458,1779,380,66,66,0
206147,1719,374,66,66,0
205894,1179,379,66,67,1
202819,1859,388,66,66,0
260674,1617,338,66,66,0
253250,1714,379,66,76,10
242242,1024,362,66,72,6
233794,1634,337,66,71,5
206402,1230,375,66,66,0
252483,1625,364,66,76,10
200770,1893,400,66,66,0
192321,1877,386,66,66,0
257345,1801,389,66,83,17
256065,1649,366,66,73,7
241217,933,350,66,72,6
234049,926,355,66,73,7
232513,1742,358,66,66,0
232515,1623,355,66,66,0
205892,1662,362,66,66,0
254789,1747,377,66,78,12
243525,1783,377,66,75,9
224854,1440,313,66,67,1
241494,1444,325,66,74,8
181846,1855,390,66,66,0
200535,1846,386,66,67,1
221271,1653,351,66,67,1
224855,1728,368,66,69,3
245573,1600,349,66,74,8
240453,1542,344,66,75,9
236868,1665,355,66,76,10
229701,1850,391,66,73,7
202053,1595,346,66,66,0
258116,1520,332,66,73,7
191556,1774,352,66,66,0
188996,1629,342,66,66,0
246340,1547,352,66,76,10
240196,1618,346,66,71,5
215129,1825,393,66,66,0
228668,1697,350,66,66,0
182617,1727,363,66,66,0
229998,1679,364,66,70,4
233068,1693,361,66,66,0
260971,1600,350,66,74,8
257899,1610,339,66,76,10
253547,1697,369,66,66,0
224875,1730,382,66,70,4
182122,1767,377,66,66,0
223594,1526,327,66,68,2
263529,1585,337,66,71,5
192616,1679,343,66,66,0
257896,1705,376,66,80,14
256616,1632,358,66,76,10
189544,1516,319,66,66,0
251240,1712,365,66,66,0
203368,1758,366,66,66,0
262504,1539,343,66,72,6
254055,1818,386,66,66,0
231527,1652,357,66,73,7
170342,1295,268,66,66,0
227686,1746,375,66,67,1
205158,1728,365,66,66,0
200806,1737,359,66,66,0
239724,1387,295,66,66,0
190060,1840,395,66,66,0
190572,1804,372,66,66,0
253807,1521,330,66,66,0
238958,1816,385,66,75,9
242542,1624,355,66,73,7
246126,1672,359,66,77,11
262255,1557,353,66,74,8
209007,1711,360,66,66,0
235375,933,347,66,69,3
246127,1763,379,66,75,9
252015,1569,343,66,71,5
253295,1767,377,66,74,8
189551,1626,338,66,66,0
204397,1530,341,66,66,0
198000,1833,385,66,66,0
208752,1474,318,66,67,1
234016,1685,353,66,66,0
201326,1786,358,66,66,0
263790,1594,351,66,78,12
194925,1687,347,66,66,0
239981,1534,327,66,77,11
223853,1764,372,66,69,3
210029,1673,354,66,67,1
241765,1630,361,66,69,3
240997,1464,312,66,77,11
158309,1858,389,66,66,0
239181,1604,344,66,69,3
222528,1822,394,66,68,2
232000,1601,339,66,71,5
158543,1757,355,66,66,0
213327,1395,308,66,66,0
263759,1737,381,66,83,17
244558,1597,343,66,77,11
240206,1782,380,66,66,0
208974,1747,376,66,66,0
246093,1636,341,66,67,1
151885,1062,363,66,66,0
263232,932,354,66,70,4
251212,1683,371,66,66,0
107084,1050,354,66,66,0
233804,1777,388,66,75,9
230220,1693,340,66,66,0
221772,1693,362,66,66,0
261195,1600,344,66,74,8
255307,1746,373,66,73,7
241995,1567,342,66,72,6
239179,1670,363,66,68,2
203328,1814,387,66,66,0
243519,1756,378,66,75,9
220517,1630,349,66,69,3
237667,1597,341,66,66,0
260708,1695,369,66,75,9
253796,1603,354,66,77,11
243556,1492,334,66,66,0
220772,1760,368,66,67,1
211556,1472,310,66,66,0
210020,1816,388,66,67,1
262500,1748,366,66,76,10
195427,1596,341,66,66,0
258147,1643,360,66,82,16
235095,1647,354,66,73,7
219967,1026,361,66,71,5
261436,1628,347,66,74,8
203069,1827,393,66,66,0
254525,1642,354,66,74,8
255037,1820,390,66,71,5
203838,1716,358,66,66,0
211262,1138,372,66,66,0
244798,1769,379,66,72,6
261182,1612,344,66,73,7
218175,1054,372,66,66,0
238190,1782,391,66,76,10
237884,1694,369,66,73,7
187225,1623,347,66,66,0
233276,1831,390,66,73,7
233309,1696,366,66,72,6
235101,1744,377,66,72,6
242525,1674,363,66,73,7
182365,1059,363,66,66,0
260189,1715,362,66,66,0
224094,1630,357,66,70,4
240734,1721,370,66,74,8
183646,1084,373,66,66,0
185438,1728,366,66,66,0
215647,1548,339,66,66,0
234079,1719,377,66,69,3
244319,1562,340,66,70,4
245855,1766,377,66,72,6
181343,1788,369,66,66,0
247391,1670,367,66,72,6
218976,1590,351,66,66,0
252512,1490,322,66,78,12
209761,1483,306,66,66,0
212065,1609,347,66,66,0
240481,1620,345,66,76,10
247649,1417,313,66,84,18
231005,1740,389,66,72,6
204637,1654,358,66,66,0
200797,1778,374,66,66,0
226395,1623,349,66,66,0
216666,1399,294,66,66,0
152922,1820,365,66,66,0
236378,1082,370,66,79,13
238682,1793,376,66,66,0
186970,1562,358,66,66,0
253786,1398,306,66,70,4
262491,1592,344,66,66,0
198235,1685,355,66,66,0
156507,1270,370,66,66,0
238683,1584,358,66,71,5
197981,1497,312,66,66,0
199772,1800,384,66,66,0
233564,1613,341,66,68,2
233820,1674,363,66,73,7
237916,1778,368,66,77,11
238684,1695,370,66,68,2
176732,1463,300,66,66,0
246108,1579,342,66,76,10
184156,1830,385,66,66,0
191068,1605,349,66,66,0
193889,1090,366,66,66,0
213858,1473,311,66,66,0
214114,1845,396,66,66,0
240697,1766,383,66,75,9
171831,1639,357,66,66,0
247351,1683,363,66,82,16
187447,1875,377,66,66,0
258359,1764,382,66,74,8
229176,1767,376,66,74,8
235320,1652,361,66,66,0
242744,1782,387,66,77,11
261176,1542,324,66,80,14
211001,1589,336,66,66,0
258361,1458,334,66,72,6
242486,1617,350,66,69,3
209210,1445,309,66,66,0
218938,1422,295,66,66,0
234298,1823,390,66,66,0
239930,1740,380,66,69,3
241210,1048,365,66,71,5
243514,1654,364,66,76,10
251195,1567,344,66,71,5
208188,1526,329,66,66,0
221756,1690,355,66,67,1
199735,1619,343,66,66,0
239926,1836,395,66,70,4
231266,1724,364,66,75,9
244786,1397,295,66,67,1
241506,1569,339,66,74,8
255586,1850,394,66,70,4
227377,1374,291,66,66,0
254257,1678,346,66,72,6
201522,1790,392,66,66,0
212018,1527,330,66,66,0
216114,1602,346,66,73,7
223794,1787,383,66,66,0
230450,1705,356,66,66,0
245810,1447,318,66,73,7
206134,1592,355,66,68,2
253490,1668,369,66,76,10
237619,1836,385,66,75,9
247091,1687,367,66,77,11
203060,1868,396,66,66,0
219956,1538,340,66,69,3
214837,1568,334,66,66,0
187701,1767,373,66,66,0
253237,1727,376,66,70,4
255285,1351,289,66,66,0
236832,1693,372,66,68,2
221631,1751,375,66,67,1
218656,1544,343,66,66,0
192008,1725,376,66,66,0
239624,1621,353,66,73,7
222472,1708,365,66,69,3
200200,1547,320,66,66,0
259847,1663,356,66,70,4
169479,1687,357,66,66,0
227847,1574,348,66,68,2
260358,1502,321,66,69,3
230150,1728,361,66,66,0
225798,1639,360,66,69,3
240133,1556,322,66,66,0
236037,1796,374,66,71,5
220677,1712,359,66,71,5
260356,1828,384,66,67,1
190724,1682,362,66,66,0
242692,1758,378,66,66,0
240648,1679,369,66,75,9
238089,1698,377,66,72,6
212484,1777,388,66,67,1
205834,1720,362,66,66,0
212237,1738,362,66,67,1
254220,1519,339,66,72,6
220940,1867,390,66,70,4
194059,1800,372,66,66,0
187915,1493,307,66,66,0
184843,1692,351,66,66,0
238091,1739,370,66,77,11
172555,1709,361,66,66,0
236043,1799,383,66,73,7
211211,1629,351,66,66,0
207627,1400,298,66,66,0
260874,1494,328,66,76,10
244490,1511,334,66,74,8
233226,1553,340,66,68,2
224010,1167,380,66,72,6
240132,1769,380,66,67,1
259331,1735,372,66,79,13
209166,1134,374,66,66,0
258168,1668,375,66,80,14
237176,925,355,66,75,9
222328,1559,339,66,71,5
216440,1667,357,66,66,0
204664,1714,364,66,66,0
198264,1669,345,66,66,0
197496,1116,359,66,66,0
255351,1731,370,66,80,14
247159,1650,355,66,77,11
245367,1793,378,66,83,17
232311,1785,389,66,71,5
228983,1449,329,66,72,6
198519,1797,380,66,66,0
246390,1563,350,66,67,1
233078,1528,329,66,72,6
202102,1888,395,66,66,0
184696,1759,371,66,66,0
202617,1250,381,66,66,0
259075,1742,373,66,81,15
222329,1708,376,66,68,2
236803,1546,347,66,69,3
222979,1656,360,66,67,1
221955,1537,324,66,73,7
211203,1707,363,66,67,1
258306,1599,354,66,71,5
189186,1831,382,66,66,0
223355,1883,397,66,66,0
214395,1584,342,66,66,0
221050,1779,370,66,66,0
212090,1479,343,66,70,4
252025,1786,376,66,81,15
251769,1614,356,66,74,8
244601,1661,355,66,75,9
169593,1793,370,66,66,0
232057,1636,345,66,69,3
179725,1538,337,66,66,0
239118,1498,327,66,67,1
264310,1746,365,66,66,0
213444,1693,356,66,68,2
248259,1649,353,66,75,9
241859,923,355,66,76,10
259778,1595,339,66,71,5
248002,1548,328,66,66,0
237762,1782,356,66,66,0
233154,1128,380,66,66,0
232130,1524,338,66,66,0
259521,1648,355,66,80,14
243393,1769,383,66,78,12
263617,1743,376,66,77,11
243904,1604,339,66,76,10
241344,1759,374,66,71,5
240576,1706,355,66,67,1
231872,1552,330,66,72,6
157888,1122,374,66,66,0
259779,1518,317,66,66,0
237252,1616,360,66,66,0
260543,1624,352,66,75,9
242628,1664,371,66,79,13
259782,1636,363,66,66,0
255942,1456,316,66,67,1
227526,1588,341,66,69,3
225734,1775,394,66,67,1
218054,1629,359,66,67,1
216518,975,352,66,68,2
202182,1784,372,66,66,0
248005,1640,350,66,69,3
242117,1600,348,66,71,5
241605,1785,378,66,66,0
233413,1600,348,66,71,5
232645,1097,369,66,74,8
155589,1726,357,66,66,0
264389,1380,309,66,72,6
259012,1661,353,66,67,1
221632,1776,385,66,66,0
257471,1593,343,66,71,5
197391,1838,382,66,66,0
243456,1703,367,66,69,3
238336,1747,387,66,76,10
233216,1587,351,66,72,6
231424,1803,384,66,67,1
222993,1644,356,66,66,0
207633,1198,380,66,67,1
200209,1148,372,66,67,1
251152,1447,306,66,66,0
184336,1749,376,66,66,0
237328,1597,354,66,78,12
220944,1177,367,66,72,6
199440,1430,315,66,66,0
259087,1578,343,66,83,17
186127,1725,358,66,66,0
242703,1070,353,66,71,5
231951,1828,395,66,72,6
239104,1531,342,66,67,1
244736,1562,341,66,66,0
245439,1639,357,66,73,7
247040,1614,347,66,75,9
179903,1901,398,66,66,0
230079,1675,360,66,69,3
229055,1780,381,66,66,0
262335,1632,353,66,76,10
258494,1628,338,66,80,14
253630,1111,364,66,74,8
184254,995,363,66,66,0
237826,1810,393,66,71,5
235266,933,358,66,76,10
225026,1615,351,66,71,5
202754,1759,371,66,66,0
196353,1777,366,66,66,0
248833,1563,337,66,66,0
245249,1771,380,66,73,7
165889,1769,351,66,66,0
201078,1732,370,66,66,0
203637,1560,350,66,66,0
246727,1603,359,66,67,1
211619,1519,332,66,66,0
187042,1914,397,66,66,0
213922,1591,338,66,66,0
203426,1859,388,66,66,0
262562,1360,299,66,76,10
258465,1776,380,66,78,12
182689,1797,366,66,66,0
167841,1850,377,66,66,0
230561,1737,393,66,73,7
221857,1866,388,66,66,0
214177,1741,372,66,66,0
211617,1755,383,66,66,0
209569,1806,378,66,66,0
228768,1642,351,66,72,6
216736,1925,406,66,68,2
246687,1692,353,66,66,0
209315,1737,370,66,67,1
225955,1519,329,66,71,5
228255,1013,359,66,73,7
232611,1667,368,66,69,3
221620,1799,389,66,67,1
237747,1809,389,66,66,0
235955,1593,334,66,77,11
232627,1631,341,66,66,0
225715,1752,370,66,66,0
222643,1382,286,66,69,3
204979,1785,383,66,68,2
259249,1695,363,66,86,20
253617,1701,367,66,75,9
228017,1679,358,66,72,6
220593,1082,368,66,69,3
244912,1024,356,66,66,0
223908,1670,367,66,68,2
170915,1833,369,66,66,0
234147,1582,345,66,75,9
233887,1653,356,66,71,5
213407,1089,368,66,69,3
253364,1661,364,66,67,1
232603,1419,315,66,70,4
219803,1763,385,66,69,3
198811,1729,359,66,67,1
262299,1620,355,66,69,3
255386,1786,380,66,74,8
242330,1522,321,66,66,0
241562,1552,337,66,77,11
240026,1760,372,66,73,7
239770,1656,356,66,76,10
237210,1865,386,66,68,2
229530,1064,369,66,69,3
228762,1746,374,66,72,6
201114,1705,361,66,66,0
193177,1779,379,66,66,0
237721,1683,363,66,73,7
230809,1709,372,66,72,6
221595,1542,313,66,66,0
235419,1757,366,66,66,0
188062,1777,384,66,66,0
250779,1530,352,66,74,8
242334,1673,371,66,78,12
241566,1728,373,66,72,6
230046,1629,346,66,69,3
227998,1652,363,66,66,0
223134,1810,375,66,66,0
221854,1766,384,66,66,0
217758,1691,367,66,66,0
178589,1789,379,66,66,0
238749,1398,293,66,75,9
224925,1628,341,66,71,5
221853,1759,388,66,66,0
190620,1723,366,66,66,0
251036,988,355,66,77,11
243612,1599,360,66,79,13
222620,1760,375,66,66,0
247476,1712,380,66,72,6
259252,1453,310,66,74,8
200309,1735,388,66,66,0
246385,1678,380,66,75,9
224881,1573,334,66,66,0
217201,1658,333,66,66,0
211825,1821,382,66,66,0
205681,1598,349,66,66,0
259184,1770,374,66,76,10
192624,1813,385,66,66,0
243312,1754,371,66,75,9
236400,1552,336,66,73,7
209264,1714,352,66,67,1
179646,1734,362,66,66,0
244158,1702,372,66,67,1
235966,1457,316,66,73,7
232382,1699,361,66,66,0
210366,1105,364,66,66,0
203966,1727,366,66,66,0
229745,1653,367,66,73,7
187761,1710,349,66,66,0
258493,1667,364,66,79,13
260209,1828,391,66,67,1
263029,1661,359,66,71,5
244340,988,370,66,76,10
233588,1545,323,66,68,2
231540,1512,329,66,73,7
211828,1494,337,66,66,0
210804,1559,321,66,66,0
261491,1576,345,66,67,1
254835,1617,350,66,69,3
247667,1666,362,66,78,12
239219,1787,384,66,67,1
226675,1005,347,66,69,3
225395,1133,372,66,71,5
198003,1667,357,66,66,0
236914,1499,321,66,75,9
220786,1590,354,66,69,3
259773,1490,323,66,72,6
253629,1057,363,66,73,7
199861,1808,373,66,66,0
243641,1707,363,66,72,6
215993,1759,375,66,66,0
201401,1714,372,66,66,0
263609,1559,349,66,66,0
260024,1517,346,66,66,0
252088,1733,370,66,73,7
239800,1548,341,66,80,14
253879,1756,373,66,66,0
230070,1643,354,66,76,10
209334,1733,366,66,66,0
202422,1818,380,66,66,0
260021,929,356,66,66,0
251829,1583,346,66,80,14
232117,1648,362,66,71,5
231093,1451,314,66,66,0
223925,1058,366,66,69,3
224953,1159,381,66,72,6
246457,1647,362,66,76,10
250813,1507,316,66,79,13
235194,1571,344,66,74,8
235197,1649,350,66,73,7
234941,1697,373,66,72,6
232636,1590,343,66,71,5
232380,1798,376,66,66,0
213692,1699,349,66,70,4
210108,1755,369,66,69,3
204220,1846,376,66,67,1
193211,1765,370,66,66,0
189115,1641,363,66,66,0
246203,1626,352,66,75,9
178363,1096,378,66,66,0
238779,1368,305,66,70,4
258746,1645,362,66,72,6
243386,1589,350,66,78,12
237498,1593,336,66,78,12
197831,1708,367,66,66,0
251335,1625,359,66,74,8
223263,1601,362,66,66,0
227878,1766,377,66,71,5
203558,1797,379,66,66,0
250917,1647,363,66,67,1
248869,1630,362,66,75,9
246309,1842,379,66,72,6
246053,1630,356,66,82,16
239397,1706,374,66,72,6
220197,1704,369,66,73,7
228388,1806,389,66,67,1
262436,1665,351,66,66,0
255779,1657,365,66,76,10
173859,1740,360,66,66,0
208675,1786,380,66,67,1
189730,1742,367,66,66,0
179746,1706,346,66,66,0
235554,1729,372,66,72,6
205862,1797,375,66,66,0
235558,1700,361,66,72,6
254603,1542,332,66,71,5
252454,1443,310,66,77,11
240170,940,359,66,78,12
236586,1813,390,66,75,9
233258,1708,376,66,72,6
222506,1781,380,66,66,0
253225,1575,347,66,80,14
248873,1543,338,66,75,9
201257,1898,392,66,66,0
199465,1597,344,66,66,0
252200,965,357,66,73,7
246056,1788,375,66,66,0
205352,1117,373,66,68,2
199464,1606,358,66,67,1
260647,1785,375,66,66,0
247335,1567,329,66,77,11
257318,1651,342,66,81,15
229516,1746,378,66,71,5
238987,1523,335,66,72,6
236587,1637,353,66,74,8
209285,1558,341,66,69,3
191108,1800,381,66,66,0
255876,1734,375,66,74,8
188292,1548,346,66,66,0
247428,946,355,66,76,10
240260,1623,358,66,69,3
238980,1700,374,66,73,7
235652,995,356,66,74,8
225924,1625,350,66,66,0
224388,1501,321,66,73,7
230787,1137,367,66,75,9
223107,959,351,66,66,0
252802,1647,364,66,81,15
215170,1528,319,66,66,0
213634,1628,349,66,70,4
253825,1842,378,66,72,6
258180,1000,352,66,76,10
219781,1744,372,66,68,2
234635,1744,381,66,69,3
238725,1681,367,66,70,4
234123,1613,350,66,69,3
166539,1676,367,66,69,3
257162,1591,346,66,79,13
239498,1769,385,66,68,2
208778,1069,371,66,66,0
189833,1658,358,66,66,0
219529,1336,285,66,68,2
205961,1725,360,66,66,0
237704,1012,380,66,78,12
223880,1435,314,66,68,2
225927,1752,374,66,67,1
220039,1731,371,66,70,4
202375,1906,393,66,66,0
255365,1762,387,66,77,11
244869,1597,349,66,66,0
206123,1652,345,66,66,0
246827,1623,359,66,75,9
216449,1756,370,66,69,3
261146,1736,373,66,74,8
237594,1436,305,66,67,1
169498,1818,373,66,66,0
210970,1773,391,66,66,0
204826,1502,307,66,66,0
260121,1641,355,66,77,11
256281,1635,364,66,73,7
235033,1539,340,66,66,0
228632,1777,396,66,66,0
186135,1709,356,66,66,0
213271,1791,393,66,67,1
263191,1481,319,66,68,2
259094,1608,340,66,71,5
246550,1647,359,66,77,11
224790,1460,314,66,66,0
258325,1654,356,66,66,0
240922,1605,342,66,74,8
207899,1201,379,66,68,2
256788,1648,357,66,77,11
229915,1568,345,66,66,0
149791,1702,339,66,66,0
255773,1524,320,66,70,4
250909,1614,356,66,68,2
245277,1855,388,66,76,10
241693,1665,360,66,75,9
240925,1585,350,66,77,11
236829,1573,334,66,73,7
193564,1744,363,66,66,0
242716,1672,361,66,71,5
227868,1696,363,66,67,1
225564,1778,373,66,70,4
208668,1667,359,66,69,3
205596,1742,368,66,66,0
256539,1378,304,66,73,7
248603,1474,324,66,76,10
200981,1755,380,66,66,0
252436,1694,353,66,73,7
194091,1827,376,66,66,0
248111,1864,393,66,67,1
238895,1754,381,66,69,3
230447,1608,330,66,66,0
217647,1706,359,66,66,0
217391,1637,355,66,66,0
215855,1712,367,66,68,2
214319,1546,324,66,66,0
214063,1681,348,66,66,0
248110,1735,375,66,70,4
221486,1541,333,66,69,3
204078,1690,342,66,66,0
197166,1764,377,66,66,0
252461,1462,314,66,66,0
251436,1721,349,66,81,15
224300,1704,362,66,68,2
260139,1500,320,66,73,7
241967,1717,388,66,69,3
252463,1689,359,66,83,17
242708,1686,365,66,71,5
225584,1834,382,66,66,0
226580,1653,359,66,72,6
224020,1584,345,66,66,0
251923,1646,352,66,66,0
239379,1668,356,66,78,12
236307,1599,339,66,68,2
235027,1199,385,66,74,8
228627,1861,393,66,66,0
255505,1706,371,66,68,2
239377,1563,343,66,79,13
238865,1447,312,66,69,3
228369,1050,358,66,73,7
227601,1766,372,66,73,7
201265,1584,342,66,66,0
255536,1410,305,66,75,9
240176,1399,293,66,66,0
243841,1850,395,66,66,0
209281,1648,334,66,66,0
253895,1727,368,66,66,0
224662,1704,373,66,70,4
233109,1576,344,66,68,2
232597,1744,369,66,66,0
227477,1178,374,66,72,6
257172,1506,341,66,73,7
243604,1615,340,66,78,12
193427,1807,384,66,66,0
247187,1667,367,66,74,8
202131,1782,387,66,68,2
193426,1774,369,66,66,0
239762,1614,359,66,68,2
251025,1755,382,66,74,8
248465,1679,356,66,82,16
244881,1749,378,66,77,11
230801,1688,366,66,68,2
226705,1670,361,66,70,4
224150,1773,380,66,66,0
193942,1752,366,66,66,0
247696,1696,365,66,68,2
226711,1722,361,66,66,0
234148,1782,378,66,68,2
230308,1622,349,66,66,0
193688,1621,334,66,66,0
251800,1730,381,66,73,7
251288,1631,366,66,74,8
233880,1630,359,66,73,7
204184,1708,360,66,66,0
201112,999,358,66,67,1
261015,1792,376,66,80,14
260247,1662,374,66,84,18
258455,1721,372,66,67,1
238743,1549,349,66,74,8
169623,1406,301,66,66,0
233879,1745,358,66,66,0
230807,1617,356,66,74,8
263825,1599,338,66,79,13
246416,1608,343,66,78,12
188836,1160,366,66,66,0
213133,1604,337,66,66,0
199053,1647,348,66,66,0
198285,1085,367,66,68,2
254860,1576,342,66,83,17
244364,947,353,66,76,10
237708,1595,348,66,76,10
228810,1722,378,66,67,1
187337,1749,371,66,66,0
237769,1665,357,66,70,4
216265,1578,346,66,68,2
213449,1722,382,66,69,3
191944,1872,383,66,66,0
238536,1614,348,66,82,16
237768,1798,380,66,66,0
172232,1679,352,66,66,0
231624,1648,359,66,66,0
201869,1764,369,66,66,0
223629,1643,357,66,66,0
243856,1705,367,66,66,0
232589,1698,365,66,66,0
232848,1544,329,66,66,0
211600,1759,393,66,67,1
210832,1083,363,66,69,3
202896,1742,377,66,66,0
263056,1647,349,66,74,8
241551,1673,362,66,71,5
230287,1643,338,66,66,0
250766,1869,391,66,81,15
222350,1733,374,66,66,0
214414,1737,377,66,67,1
212366,1854,393,66,69,3
263566,1599,350,66,74,8
193421,1768,364,66,66,0
