ID,PaceTotal,ShootingTotal,PassingTotal,DribblingTotal,DefendingTotal,PhysicalityTotal
255471,66,57,59,66,65,63
257007,71,64,46,67,29,61
262384,67,59,64,67,50,63
211952,72,66,62,68,31,62
221680,50,29,56,52,63,67
176368,64,59,61,64,62,67
189936,65,60,65,63,40,67
203249,80,61,60,66,42,53
204785,64,63,53,63,43,78
211953,64,62,60,67,39,66
237809,68,59,58,71,33,48
251633,82,51,59,66,36,64
208878,73,61,66,64,42,69
245997,69,64,54,62,33,72
215277,67,28,44,52,65,71
241643,67,64,65,67,31,66
248810,61,32,52,55,65,66
254954,62,67,45,60,20,61
255210,63,57,61,68,55,71
259818,72,30,53,58,61,63
211435,54,66,45,62,22,64
212971,51,53,64,64,61,70
219627,83,55,59,68,49,61
240363,71,62,57,69,37,62
246763,70,36,59,64,62,61
193260,55,65,51,58,27,74
53739,65,67,69,63,39,64
254443,78,55,55,61,67,62
189163,75,58,61,65,57,84
154860,70,63,65,64,51,59
220908,79,59,58,70,42,66
243180,68,60,63,64,45,65
244460,64,36,50,49,64,77
254444,76,57,58,68,58,72
226628,35,31,39,41,65,79
263493,67,65,50,64,23,67
208626,67,65,54,61,39,76
235014,82,60,61,67,37,46
255241,76,65,52,66,20,55
251913,83,58,59,66,40,60
184585,66,61,63,67,54,65
181001,66,63,64,65,54,64
244489,67,46,54,60,64,79
243721,80,68,51,67,24,65
238345,86,63,56,64,31,72
264457,78,51,58,69,24,45
196873,68,46,62,58,62,70
259848,71,46,58,61,62,59
258824,61,53,65,65,61,70
203528,85,61,58,69,29,60
263432,67,32,55,61,64,61
251399,73,66,49,64,24,64
248071,63,63,64,64,22,65
244743,81,58,63,69,57,61
237575,68,65,59,69,17,64
236551,70,38,45,56,65,71
233735,80,62,55,68,22,66
263434,55,31,43,51,67,63
217098,70,60,58,64,42,57
235018,66,66,61,68,22,61
239627,66,65,48,61,29,75
231241,75,44,59,70,54,68
254732,70,32,53,56,61,60
248588,66,57,60,63,63,73
231948,59,53,52,56,64,74
221964,66,61,61,63,43,67
215820,64,65,61,63,63,71
263180,69,67,41,63,19,61
244235,87,57,56,69,33,58
233227,86,56,57,68,25,51
243210,72,42,53,59,59,73
232203,82,61,58,65,57,79
231947,53,65,43,62,35,72
223755,69,62,61,71,24,59
156683,61,64,66,65,65,64
259850,72,52,62,66,59,61
255754,70,58,59,69,27,63
254986,66,68,53,64,29,53
245770,74,64,50,68,19,70
225799,66,53,55,64,63,70
232966,51,66,60,66,24,74
208965,63,30,45,40,64,75
224518,66,60,63,70,38,60
255047,51,31,42,48,65,65
252999,76,42,51,64,61,61
241479,71,31,47,46,65,66
238919,63,63,55,66,35,67
236615,54,58,69,67,60,60
232519,86,58,59,66,28,57
230471,69,56,68,72,31,60
229703,60,45,41,44,66,72
209223,70,50,60,66,60,66
256326,79,65,54,69,28,52
235590,63,67,64,63,45,65
232518,69,64,62,68,24,66
230214,65,35,47,40,67,60
212806,83,64,49,61,35,78
199750,79,57,60,68,46,63
246341,67,53,63,60,62,68
245061,72,49,63,72,60,68
175941,60,29,50,39,62,73
220997,80,62,56,68,22,62
204104,44,69,47,58,29,76
208968,64,61,61,68,44,65
221768,60,48,53,52,65,73
210437,55,45,65,67,58,72
217606,90,60,58,68,41,63
210182,62,36,49,44,64,73
261637,70,55,58,66,66,63
241157,73,47,57,67,59,58
239365,75,62,54,61,37,76
234501,85,45,58,67,56,67
228869,72,47,56,61,62,66
217093,60,55,63,63,63,53
254212,76,40,59,53,63,67
222024,65,62,57,67,29,63
162052,66,64,61,65,37,64
263172,74,61,65,60,62,70
258819,77,59,62,69,35,47
243459,76,63,50,59,35,74
235267,73,24,41,48,65,72
210691,85,57,55,64,54,66
232520,89,58,58,67,29,64
229704,66,62,62,66,44,63
258289,67,58,61,65,59,63
225266,74,57,64,69,60,60
221847,68,64,67,64,61,70
200845,60,64,56,60,39,75
252807,66,43,57,60,64,64
242568,70,55,61,64,67,62
243080,61,28,49,57,64,62
199049,48,38,52,46,64,75
211594,74,46,53,61,62,68
211850,76,68,62,68,33,68
221322,55,41,50,55,63,80
241034,75,42,57,62,61,64
214923,76,58,58,68,57,74
219275,65,50,55,58,61,74
229259,51,44,48,45,65,76
231307,87,49,49,64,61,72
232843,82,56,59,75,40,58
200844,76,53,55,61,58,64
232076,73,58,63,62,47,73
234636,67,66,53,63,28,68
237964,73,57,59,62,62,68
186508,66,62,62,67,25,61
254604,62,62,63,69,27,62
246407,76,30,50,53,63,51
224391,50,35,40,49,63,76
205447,87,50,61,63,56,66
190852,72,61,60,68,27,61
204931,67,63,67,65,56,64
229507,36,27,42,40,66,74
184707,49,66,51,60,32,78
215684,78,59,56,69,54,72
229508,67,49,61,65,63,72
234372,75,44,55,59,61,69
239492,71,54,59,66,58,70
241540,85,55,60,66,49,67
257924,65,57,51,62,63,61
187782,42,49,58,60,63,72
258692,84,61,56,71,29,54
235141,67,63,59,66,23,65
140422,44,38,52,53,64,70
215430,64,55,63,66,62,71
215686,43,51,53,56,63,69
226438,64,36,55,63,61,69
228230,57,62,63,64,54,72
231814,76,67,52,65,33,51
189836,71,49,60,63,60,70
202125,66,64,67,65,44,66
257154,72,62,52,62,31,68
209805,59,62,62,63,41,71
222611,67,60,65,68,55,54
241044,53,33,44,43,67,68
242068,69,63,58,68,26,61
253844,61,63,62,65,38,65
223125,60,62,58,59,62,81
225685,81,52,57,62,59,69
228757,57,43,56,61,61,72
245653,69,66,46,61,19,70
248213,64,28,44,43,65,65
193173,67,64,62,63,64,76
199830,74,58,68,65,47,61
221846,76,51,60,62,60,65
222870,78,60,65,67,57,58
223638,70,32,42,42,66,74
233878,70,65,64,66,48,68
234902,86,65,57,63,34,74
237718,89,62,55,68,28,58
253846,65,64,65,63,33,66
258710,75,66,46,62,25,75
216467,74,59,61,70,42,47
264595,54,65,52,62,38,71
253842,64,64,64,65,45,65
246158,67,65,65,68,35,64
214413,68,50,62,65,63,66
215693,65,66,69,63,33,67
262286,70,58,72,63,22,68
199566,70,56,62,66,60,61
207502,75,45,56,61,60,63
213646,64,65,62,65,28,67
234382,74,41,56,62,60,70
236174,68,59,62,66,28,58
251790,66,65,63,71,29,59
244626,80,65,46,63,21,51
224770,84,65,55,69,27,56
246415,79,49,57,66,59,67
240528,63,55,62,67,61,66
241040,73,35,53,55,61,69
256912,64,43,44,52,66,68
251281,59,56,61,63,62,74
205202,52,36,54,50,64,70
244114,61,40,58,51,66,73
202115,67,46,63,68,61,61
235906,69,59,63,67,42,67
243698,51,27,43,46,65,70
241659,88,60,45,67,33,66
216823,41,65,55,56,31,73
229367,70,65,53,64,35,77
236279,52,43,49,53,63,77
173815,33,57,48,44,63,85
240119,88,49,58,65,40,52
254711,60,54,67,61,50,61
248056,78,51,53,54,61,68
258040,72,55,62,66,60,73
232697,74,31,51,64,58,64
236281,68,58,62,63,50,61
238329,73,57,60,67,52,70
239353,75,40,55,63,61,62
246265,64,40,57,60,64,69
190457,79,61,61,65,47,74
260089,60,25,50,43,66,68
208122,71,36,56,62,64,68
192250,42,40,53,48,64,78
260090,64,63,62,66,52,53
262138,66,35,52,56,64,65
260086,65,69,52,61,35,54
256502,66,56,65,66,36,57
243702,80,33,50,65,60,57
215028,67,56,61,65,65,68
255218,70,32,44,58,65,72
259570,79,62,57,71,30,43
241139,65,28,43,46,65,72
251635,73,53,59,52,61,69
254707,55,53,59,63,54,66
196339,61,49,62,65,62,71
205044,67,61,65,68,34,55
212980,32,34,54,47,63,80
215540,80,61,60,64,59,65
239606,80,51,55,66,55,71
229620,81,57,55,67,48,66
178421,57,61,68,66,45,61
246005,72,30,53,61,62,70
248821,83,52,50,69,58,62
188917,81,46,59,62,57,70
204278,75,46,55,62,58,73
210422,65,63,65,65,38,67
229878,73,65,63,65,41,55
225531,61,46,61,58,65,67
243963,72,63,66,66,57,75
203138,59,55,63,66,65,71
259067,65,63,64,67,29,65
253053,65,51,61,65,61,67
258173,78,64,55,61,28,63
203902,83,62,64,67,40,45
231550,81,52,57,65,61,67
246910,74,58,58,69,31,54
252030,54,37,53,57,64,75
237695,67,59,60,69,29,64
239999,69,58,59,67,30,59
240511,69,65,62,68,44,59
252799,64,65,62,73,19,62
263808,67,63,65,69,36,52
220544,75,50,59,69,37,45
223104,73,66,55,65,33,68
253568,67,68,48,63,29,59
213377,77,63,45,63,21,59
213889,76,55,58,62,58,71
220545,73,67,49,64,40,65
244097,81,59,52,67,32,71
261249,65,53,64,71,56,49
246909,70,55,60,67,57,64
211581,60,51,57,60,62,73
244348,59,33,58,60,64,69
223997,75,64,59,64,40,70
221692,73,64,50,62,33,75
225532,66,37,60,62,64,72
226044,72,66,54,74,24,45
236028,67,61,65,68,57,63
186876,46,44,53,57,65,71
254204,71,38,59,54,59,64
204541,65,40,51,54,65,72
220669,82,64,54,67,33,66
264446,80,64,43,65,21,62
239740,78,57,62,70,24,41
222206,83,64,56,69,29,53
231678,63,26,39,58,65,75
237310,76,59,62,66,59,63
242686,67,64,63,65,38,58
245758,73,65,57,71,20,62
226815,76,38,55,65,61,66
239739,74,63,61,66,37,57
263804,77,42,50,58,58,60
229378,72,45,58,63,59,69
244676,65,63,60,64,27,64
252929,74,51,60,67,35,45
210715,67,62,69,67,48,62
227866,64,66,63,63,33,72
216346,86,45,55,63,57,73
213274,61,62,59,68,45,64
190489,91,60,52,67,42,63
234521,52,60,60,65,62,77
209177,70,58,62,66,58,70
204825,66,64,66,68,40,63
203569,77,60,59,64,36,63
248112,73,61,59,67,63,71
231728,70,63,60,59,44,67
156464,31,35,46,41,65,75
203824,65,62,63,66,46,64
258095,71,46,59,73,59,64
234799,64,44,60,65,60,67
224558,60,39,51,52,64,75
219694,52,25,43,47,64,72
213294,66,69,60,67,44,46
199470,67,62,66,67,33,61
196910,65,69,43,55,25,71
241946,55,35,48,53,64,70
220187,82,63,61,69,32,52
240941,80,65,54,70,27,53
236315,65,40,54,58,65,71
246047,67,44,56,60,64,67
236831,67,61,53,65,29,61
235807,72,56,64,64,62,68
231455,67,45,59,61,61,67
231199,75,47,57,60,63,72
220191,53,37,47,50,62,76
247582,72,54,60,67,64,64
168990,37,57,60,56,66,68
224542,54,49,56,56,63,76
224286,81,37,59,61,59,71
202014,50,29,46,51,66,72
248861,71,39,54,66,59,52
247069,40,44,43,45,64,73
244509,79,58,61,67,35,57
191260,65,45,55,62,63,71
241436,72,39,52,60,63,72
203292,64,43,58,59,60,69
262428,83,61,54,69,28,46
238363,71,62,60,69,60,63
258093,85,51,60,66,53,71
204333,57,29,51,53,64,72
246190,67,53,66,69,45,53
244521,81,60,62,64,54,56
235049,83,35,54,64,60,63
234281,80,64,64,72,24,54
213801,73,59,65,71,49,50
261160,55,67,48,61,28,66
231720,65,66,64,67,27,66
229416,65,45,56,56,64,76
198952,58,59,63,64,62,74
257319,87,56,55,69,27,40
190247,56,45,60,62,64,71
255015,75,61,59,70,37,43
235303,74,27,58,62,61,58
206631,59,62,67,67,57,64
262439,69,61,63,63,28,66
253990,61,60,61,69,34,64
251686,72,33,44,56,64,72
184614,41,64,56,55,35,63
241190,61,64,47,61,25,65
233254,63,66,61,64,30,66
228646,73,57,60,69,31,61
243241,59,43,52,54,65,66
255273,53,31,48,56,66,69
258092,58,59,64,63,50,69
259881,69,35,50,66,62,60
191532,62,25,45,48,64,72
183596,65,64,64,66,38,63
235820,66,64,64,67,30,63
232748,67,37,53,58,61,64
224556,74,27,56,56,61,67
219948,71,66,55,65,37,64
212481,48,61,61,66,58,76
258603,70,40,49,61,64,64
257579,68,49,65,53,62,72
245035,64,54,60,63,64,61
237867,65,40,58,60,63,67
211499,71,48,56,61,61,62
262699,77,60,61,65,49,60
262443,71,56,65,63,58,72
237098,74,56,62,68,46,62
233514,69,33,56,53,64,70
229930,85,46,54,64,57,71
262442,82,38,56,57,57,71
261161,52,68,42,57,28,74
247071,65,56,66,71,53,62
248351,88,60,53,67,28,57
253983,66,68,49,61,21,66
213368,52,43,54,48,66,71
254327,76,46,51,63,59,72
226679,78,62,61,66,49,60
247414,85,52,55,68,58,68
176246,87,65,57,73,39,48
234358,82,52,58,66,51,59
191861,55,65,52,57,37,76
241269,86,52,59,62,57,69
255860,76,65,54,66,19,54
245364,69,64,61,70,28,55
243572,62,29,46,56,66,55
240500,65,29,53,55,64,75
232308,77,62,58,67,38,69
221812,76,40,56,62,59,69
263028,79,31,53,61,62,72
256883,81,56,58,71,33,52
247411,64,61,65,67,16,62
238963,54,28,37,39,64,73
227443,33,60,66,63,62,63
224115,70,55,58,60,62,70
254583,66,31,54,58,65,64
259704,55,67,51,69,19,59
234784,66,54,59,63,61,66
208505,73,63,56,61,43,80
221358,57,48,56,62,64,71
236923,72,50,56,61,61,61
236667,68,57,60,69,30,51
221819,70,52,63,64,64,67
211067,65,34,38,48,67,71
198011,53,66,46,59,37,79
262267,76,60,63,66,24,53
251770,82,58,56,68,35,63
170362,63,56,66,64,59,60
229498,72,49,55,61,61,66
213626,64,66,62,67,45,65
210042,69,66,62,63,59,74
206202,74,61,64,66,62,76
263290,69,41,54,61,62,59
263034,82,35,51,56,67,62
178297,69,49,59,63,62,76
229753,63,57,61,64,62,73
227961,81,31,55,64,57,64
224633,71,32,53,52,65,72
205939,74,54,64,64,59,69
251762,73,66,58,67,30,43
248434,72,64,59,64,25,69
238450,46,36,38,39,65,82
248099,67,63,67,67,50,64
246563,69,24,46,48,64,74
237347,80,37,56,63,60,65
160035,63,48,61,57,63,64
203043,89,59,56,65,31,65
242722,57,25,39,39,66,71
229154,73,62,55,65,31,61
214818,59,65,49,60,29,78
256545,67,60,63,63,58,66
248097,75,45,58,60,60,71
231713,72,52,65,70,41,49
229409,64,46,62,63,63,53
221985,43,18,39,37,66,75
213281,54,50,60,67,62,69
212513,79,61,61,67,21,62
203809,69,37,46,50,63,81
261152,64,62,60,69,27,66
253472,80,35,58,66,59,64
252192,64,31,46,59,64,62
193059,37,58,62,60,63,69
219684,86,61,57,67,48,62
160292,33,60,64,60,65,65
224624,74,35,57,61,63,61
218738,81,63,60,65,41,60
212338,63,54,57,65,62,75
257649,79,27,40,38,65,72
253809,53,29,34,44,64,73
237169,91,47,59,64,55,67
235633,65,65,61,66,44,67
262513,65,65,47,64,27,52
242800,73,43,52,63,60,68
252527,67,32,48,49,66,70
252964,70,32,57,61,60,56
241007,68,35,54,62,62,68
230511,90,64,52,72,23,52
223855,66,60,64,66,59,72
263791,56,66,54,64,22,61
255854,54,22,44,40,65,65
255781,75,44,50,61,61,55
232741,68,60,62,69,36,52
255524,49,26,47,42,65,67
157734,65,63,58,64,59,65
223014,54,61,64,64,55,69
219661,68,45,60,62,65,68
257303,58,34,48,55,64,76
237592,70,47,59,61,59,69
247320,78,58,55,66,43,64
253464,62,44,56,65,61,67
192792,66,61,67,65,34,65
254719,58,31,47,57,67,65
228863,72,56,63,68,37,60
257621,72,49,59,62,57,58
236629,77,51,58,62,59,67
240212,66,64,64,66,42,66
235860,71,56,60,68,38,61
234836,65,61,63,66,51,61
199508,52,46,54,55,62,73
198740,43,58,67,68,63,64
197716,73,66,59,66,41,78
196948,62,62,65,68,58,68
248147,72,61,62,66,35,64
236627,69,52,63,69,63,44
235347,71,52,60,62,62,62
233043,57,42,60,51,61,78
220184,73,64,59,66,23,57
252183,72,29,54,59,62,62
246547,68,37,43,54,66,65
243735,63,63,62,66,32,67
254739,74,58,62,64,23,50
221972,43,40,51,56,64,80
230676,60,42,51,54,65,70
165908,65,58,64,60,64,67
237332,83,63,59,67,39,72
239892,80,63,59,69,29,39
246548,78,48,63,72,41,52
261652,72,40,44,58,65,67
262165,73,62,62,66,31,56
202517,47,66,56,59,36,68
239125,66,65,47,64,26,65
244757,78,31,52,62,60,56
181013,38,49,69,69,56,61
247061,84,64,56,64,39,61
251669,63,47,62,67,66,71
254741,69,30,51,59,63,59
228887,44,32,44,44,64,80
237335,68,57,60,72,28,60
237591,72,32,48,56,65,71
225875,78,58,62,66,59,70
253522,79,47,61,60,28,60
247122,74,65,47,66,20,52
214354,74,63,58,67,39,72
253772,64,71,63,68,44,67
243276,77,64,58,70,34,51
231500,61,45,64,62,61,65
247883,71,29,53,52,60,69
172619,52,69,55,61,32,68
236875,68,44,58,64,62,72
225355,71,45,56,62,64,66
219467,71,38,56,64,60,69
188490,65,61,64,65,55,65
252490,63,55,64,70,53,51
244810,67,63,62,66,29,65
239690,66,56,54,62,64,70
226122,64,63,47,56,27,67
216394,63,42,59,66,61,52
203850,64,33,51,51,64,70
262474,58,29,46,54,65,68
258889,74,39,56,67,61,66
258121,79,58,59,76,22,60
237385,63,62,63,65,58,73
200781,70,59,61,63,62,72
238925,74,42,54,54,57,75
241485,83,60,61,65,40,66
223823,68,64,57,68,47,63
204626,75,45,60,64,60,67
202322,47,52,61,59,63,71
255313,68,63,63,65,46,71
237393,65,60,63,70,31,56
212817,64,62,47,60,34,76
211793,58,32,48,42,65,75
242512,70,33,54,57,64,76
239952,54,31,44,40,66,72
219471,62,26,36,38,66,75
241741,74,56,60,73,36,52
193358,53,59,65,74,46,61
255310,62,36,56,59,61,68
184142,66,56,60,62,61,73
182094,48,52,60,57,62,76
240974,74,63,60,68,27,58
227150,59,63,65,64,61,71
138830,32,35,63,58,64,76
254029,55,32,46,47,65,70
253715,77,61,58,71,36,42
244755,54,31,40,41,64,73
221709,66,52,60,74,59,63
229849,70,57,67,68,62,63
222937,71,62,63,65,61,63
255448,73,62,62,66,45,63
242648,68,55,61,66,62,67
236248,75,60,59,69,23,52
222168,70,64,51,60,31,79
212440,72,62,62,70,51,59
248023,53,48,58,59,66,68
246231,82,56,60,68,45,43
245719,55,46,53,52,64,79
224983,80,58,61,65,33,42
158167,66,36,49,50,64,71
246230,81,62,55,67,24,72
244438,70,59,63,66,61,70
202966,60,39,55,53,63,75
259797,60,64,59,63,60,69
247509,64,43,58,57,60,70
233173,80,56,65,65,54,65
212693,87,57,56,64,57,68
253396,74,66,49,65,25,69
226265,72,59,64,65,63,68
231897,77,55,61,66,59,71
202259,58,29,50,52,65,71
176345,64,63,63,64,43,66
225757,77,59,61,67,39,68
251356,79,60,58,65,38,66
241884,69,56,65,63,61,72
240860,72,63,61,72,33,39
232412,70,58,60,65,62,79
226524,66,64,76,68,41,59
202204,71,53,59,62,61,69
256731,66,64,59,66,19,59
254427,78,53,56,65,59,68
240603,71,54,62,65,61,65
238043,85,60,53,68,39,55
235995,62,34,55,50,65,63
224475,65,64,66,65,46,65
220635,63,59,64,67,59,67
264667,71,64,44,60,25,64
262619,60,32,43,47,67,66
228058,42,50,47,53,64,73
261081,65,36,52,59,63,59
258777,60,31,39,44,67,64
175316,68,42,58,60,62,74
239316,63,49,60,68,56,72
172756,35,49,62,56,64,74
222420,72,61,64,66,56,62
221711,75,44,60,60,62,66
239119,71,56,61,61,57,68
263952,62,44,49,52,63,79
205072,66,52,62,63,62,72
228624,52,24,37,44,65,71
240912,60,33,49,59,64,69
192528,34,54,52,47,63,76
259088,51,30,37,48,65,72
261648,71,55,70,65,33,66
224017,57,42,59,58,63,73
232465,35,35,61,62,63,56
234513,46,24,37,37,64,79
246289,70,66,63,67,37,56
186385,53,59,64,61,63,64
200210,63,63,64,67,59,70
208914,49,29,43,45,63,77
241938,70,51,67,68,58,60
254994,58,23,49,49,65,68
197907,65,66,53,63,35,60
220943,78,65,47,63,34,71
260622,82,63,52,64,43,66
110606,63,66,60,64,38,65
244946,67,35,58,63,63,64
221652,50,35,46,41,66,61
209364,72,44,59,61,57,67
207828,67,64,52,63,32,76
244435,69,57,62,66,62,72
243155,62,42,49,59,66,71
242643,60,35,62,59,60,73
240595,63,61,61,69,16,63
258770,78,43,52,65,60,51
221906,53,29,38,53,65,73
229646,61,34,47,58,63,78
221394,62,43,57,60,63,70
259281,74,66,65,68,67,64
244945,56,35,40,44,64,74
232657,49,66,39,61,26,63
250893,65,60,66,68,59,66
262158,69,23,41,57,64,69
222222,77,52,59,64,59,71
228366,52,33,50,54,63,79
244398,76,38,52,62,60,69
207660,65,55,61,60,62,76
242623,65,28,52,50,66,68
245351,72,56,58,68,59,68
258412,60,33,40,39,66,70
253292,63,66,53,63,27,56
237420,51,47,56,62,63,73
209004,65,28,51,58,64,60
258923,68,53,56,72,33,51
228715,53,45,59,58,64,69
253034,68,39,48,52,64,77
239210,48,44,52,53,64,75
223082,67,62,60,67,45,63
200298,43,28,53,54,64,80
251497,69,57,61,62,61,74
245865,65,64,59,66,24,63
239721,73,67,52,64,29,65
224361,77,53,63,69,60,65
211817,70,51,52,49,63,76
205929,62,58,65,67,47,59
255592,68,63,61,68,42,47
252008,66,51,58,62,66,57
159080,45,63,64,67,61,55
213864,46,37,48,51,66,70
209256,34,33,41,36,64,81
197480,56,67,52,61,22,74
255591,77,62,61,65,36,58
211053,68,63,65,66,39,63
230509,85,64,45,68,27,56
233581,80,63,59,68,36,59
259584,65,49,62,65,64,63
195480,68,47,61,63,62,65
256408,73,56,62,66,50,57
251032,71,51,63,68,56,57
245400,76,60,55,65,29,66
242840,64,44,57,55,62,82
217088,55,71,52,61,23,55
221696,49,66,67,67,51,65
235520,71,65,58,68,33,60
253952,72,55,63,68,53,57
258560,63,64,52,63,25,73
260282,77,64,62,65,58,72
257645,40,28,44,36,65,77
242362,53,29,41,50,67,67
261561,74,48,55,61,63,59
200449,67,32,38,40,63,79
259769,65,62,65,67,22,63
244921,72,62,49,65,19,52
237497,68,42,55,67,61,62
220089,59,39,52,54,64,74
229742,71,50,61,64,62,66
225134,66,61,65,68,55,64
262510,68,48,67,66,59,57
247911,68,62,64,66,31,65
242279,64,42,64,60,59,64
232372,76,48,59,63,62,76
242023,73,29,51,62,63,55
240312,63,30,56,48,65,71
262584,75,54,58,68,48,52
192439,53,58,61,66,63,81
244919,58,25,41,41,66,59
238519,85,54,56,64,57,74
238263,51,25,40,40,63,74
234167,56,34,54,53,64,73
233655,73,59,65,68,41,52
229815,58,31,42,41,65,77
206263,64,63,53,62,34,75
201911,66,66,59,66,39,69
198839,70,42,52,60,61,67
198071,71,35,56,63,62,70
193206,63,64,65,66,52,68
254902,62,63,67,65,53,53
215990,51,33,41,34,66,74
210870,71,57,63,70,58,69
248245,70,52,59,62,63,67
229557,77,41,59,64,59,62
208309,69,46,58,62,66,65
251572,68,57,61,71,45,44
179636,78,60,62,67,54,70
242612,88,57,51,71,27,53
254136,76,62,61,66,30,53
257121,75,48,57,69,59,63
259937,65,61,63,68,25,65
243044,72,54,57,64,62,72
236903,68,64,61,66,55,66
162407,51,43,54,54,63,76
205159,67,32,46,46,62,77
247910,56,35,52,51,63,75
232550,54,36,47,40,65,69
259941,61,51,59,59,61,63
254565,73,46,62,66,58,60
244837,75,39,51,62,62,63
229733,32,20,41,31,65,80
209253,77,56,57,63,59,67
171364,72,57,60,64,60,63
213090,57,25,38,47,66,73
235108,68,47,67,66,60,64
222820,66,63,62,64,26,64
228707,41,26,41,45,64,68
224611,79,60,61,64,34,69
156259,65,46,54,55,62,78
221539,66,68,59,62,33,57
208739,77,63,65,68,54,66
204131,46,55,61,53,58,72
253538,76,38,57,64,62,70
221538,67,33,47,52,64,73
261016,74,50,51,59,61,63
199321,68,60,56,69,28,65
212377,69,67,61,67,62,73
233369,72,56,63,68,59,60
238784,65,48,53,59,62,75
227520,63,42,50,50,63,74
204992,76,64,58,69,30,65
257727,75,44,57,49,60,64
246434,66,53,57,65,60,67
240319,70,51,64,73,35,62
225983,67,63,63,69,46,65
224447,74,46,57,62,59,71
223679,63,33,52,52,64,75
216255,75,60,64,69,29,58
213695,65,58,66,64,58,70
200895,68,63,64,66,57,66
264639,81,60,56,69,28,59
198335,67,57,64,67,61,64
257470,81,60,58,69,29,51
262334,75,44,54,63,63,55
187069,72,49,60,65,61,62
248765,93,50,50,72,28,49
243133,79,31,58,66,57,68
237757,59,36,57,66,62,79
236989,64,62,69,66,43,62
223933,77,63,49,59,29,71
208573,65,64,59,66,41,62
248000,64,66,58,69,30,64
254912,66,56,61,70,35,48
221633,78,44,56,63,60,70
231107,63,40,43,52,63,75
258210,65,29,45,52,69,58
254626,71,60,62,64,17,47
253858,73,40,55,57,61,59
253346,64,51,58,61,63,63
253090,66,64,65,62,28,65
240068,79,56,60,67,25,49
222660,76,44,35,39,64,72
212932,73,59,63,67,40,62
240067,69,60,61,68,38,51
171971,43,66,68,66,61,72
225731,71,60,61,64,63,71
232897,73,51,62,67,53,62
223427,54,43,54,56,65,74
207811,71,59,66,66,57,70
258498,71,63,65,69,48,57
192450,65,64,52,61,28,84
244162,77,59,59,66,54,71
243650,74,56,60,70,59,74
212418,36,44,57,55,64,76
208834,32,32,39,43,67,69
206274,74,59,62,65,40,60
242369,70,58,66,68,57,54
262333,67,66,55,72,22,60
251068,68,40,54,59,61,67
206524,75,25,48,58,65,71
262042,66,31,46,47,65,70
220573,81,56,59,64,33,52
204701,80,58,58,70,30,46
214940,48,34,41,42,64,74
251291,70,58,65,62,45,70
247963,39,29,48,45,63,74
239259,65,26,37,42,63,77
238235,67,57,63,68,58,63
234651,76,48,56,63,59,69
228763,74,60,59,65,48,74
223899,72,62,54,66,29,66
244634,70,46,60,62,63,74
254877,68,68,58,70,18,46
243354,79,55,62,68,53,66
234650,73,50,60,60,58,65
231322,76,60,59,68,29,48
200346,69,64,61,68,39,67
253593,72,48,51,47,63,75
251289,65,34,48,47,64,72
243353,75,45,58,71,62,55
242841,92,60,52,72,28,39
242073,63,59,63,69,23,67
238489,69,63,60,65,50,62
252573,69,41,53,64,63,59
208030,54,60,57,52,64,81
252859,81,52,61,68,63,62
257185,73,40,53,65,60,64
248507,77,64,49,68,24,59
245691,79,63,57,70,41,55
232379,52,68,58,66,31,53
204219,51,30,42,51,64,70
263099,77,41,59,65,57,66
233378,58,63,67,65,55,61
230306,51,38,50,45,65,72
212130,61,36,39,40,64,67
211362,65,43,51,54,61,74
260513,64,57,67,66,60,65
251041,72,33,52,60,60,71
219806,60,61,42,62,26,74
237217,87,57,60,64,45,63
233121,85,60,55,69,35,66
156321,40,64,55,56,35,74
255136,61,25,42,56,66,70
253856,68,58,60,64,62,71
192671,56,63,64,65,28,71
254879,72,59,60,67,61,57
246175,82,62,50,60,29,70
262303,71,66,55,67,28,60
222622,73,60,62,66,39,63
241076,65,63,59,67,37,64
210792,85,65,56,67,21,62
230836,75,46,53,60,62,67
204210,37,45,51,54,65,65
204468,73,63,60,67,39,60
253614,57,35,56,52,62,68
255406,67,31,42,48,65,69
244655,78,58,59,68,35,42
253615,67,57,62,59,65,68
205232,61,53,63,66,60,68
214192,69,32,40,50,62,73
247216,57,54,65,69,55,62
259504,61,63,66,66,38,53
164529,31,42,59,58,65,65
253105,76,59,61,68,30,54
254897,42,29,41,38,64,78
260273,75,64,58,67,44,62
198322,47,57,61,66,60,73
172208,62,63,68,65,48,67
213170,48,59,60,60,62,75
212915,64,65,63,65,47,63
202164,48,56,57,59,63,76
231090,80,49,60,68,57,52
254899,86,43,57,63,55,69
241587,66,42,52,57,62,80
240563,82,57,52,71,18,48
220851,64,50,58,61,65,64
234163,77,58,58,74,44,53
259762,76,39,57,64,58,67
184242,67,60,64,67,60,70
240050,86,38,54,66,58,72
235442,70,25,34,42,68,68
234418,83,47,63,64,56,70
259206,61,63,71,72,32,59
245639,70,59,60,68,25,49
213127,70,37,54,61,60,66
231303,52,26,42,52,63,73
234631,77,63,53,63,27,71
237959,69,49,57,62,60,73
244871,78,58,57,64,29,53
247944,60,62,61,67,32,63
257159,81,59,53,68,45,49
208776,69,59,40,64,34,68
228744,69,50,60,66,58,62
236168,68,58,63,69,40,52
240008,66,27,47,58,63,79
240776,62,60,60,66,47,63
260744,67,65,52,63,26,56
259205,69,48,63,70,56,61
