ID,ValueEUR,WageEUR,ReleaseClause,ContractUntil
236543,1400000,500,3100000,2024
234239,1600000,3000,3000000,2023
257000,2700000,8000,6300000,2025
202749,775000,3000,969000,2022
238330,1500000,6000,2400000,2023
244474,1200000,7000,1700000,2024
237307,1600000,500,3600000,2023
200700,1200000,7000,2400000,2023
202748,1200000,4000,1500000,2022
251644,825000,4000,1300000,2022
239357,1300000,10000,0,2022
230143,1000000,2000,1600000,2024
253181,2700000,7000,4500000,2024
217086,1000000,10000,1700000,2023
240638,2400000,4000,4099999,2025
242174,1800000,800,2600000,2024
212223,1400000,15000,2800000,2023
229375,1900000,6000,3900000,2024
178417,325000,2000,569000,2023
233457,1200000,3000,1600000,2023
228593,1800000,7000,2800000,2023
220139,1500000,6000,2900000,2024
169708,825000,3000,1400000,2022
220140,1500000,5000,2900000,2024
260843,2700000,5000,4600000,2023
259307,2700000,6000,6800000,2024
248811,2700000,3000,6200000,2023
248043,400000,5000,540000,2022
251626,2500000,3000,4099999,2025
226033,875000,3000,1100000,2021
244970,2300000,6000,5100000,2023
236522,2700000,6000,5400000,2024
214250,1200000,4000,1500000,2022
193001,400000,2000,700000,2024
238569,1300000,11000,2300000,2023
206313,1000000,3000,1800000,2023
237548,1000000,6000,2000000,2023
199917,1400000,4000,2600000,2022
201965,1200000,3000,1500000,2023
184301,1200000,4000,2100000,2023
201966,775000,2000,969000,2023
136686,130000,1000,163000,2021
230638,1400000,1000,2000000,2024
169710,800000,5000,1400000,2022
202223,950000,4000,1400000,2021
223727,1000000,3000,1800000,2023
245231,2500000,500,6000000,2022
214000,1300000,4000,2000000,2021
237040,1800000,6000,3600000,2026
244464,1400000,9000,2500000,2024
254448,1800000,500,4000000,2025
260592,3100000,5000,6600000,2026
206065,1100000,5000,2100000,2022
198133,1200000,14000,2300000,2023
208631,1200000,4000,1600000,2023
238965,1700000,3000,2600000,2023
225139,1200000,500,2600000,2025
222066,1400000,500,3100000,2021
232562,1300000,3000,2800000,2023
239986,2600000,3000,4700000,2025
260823,2900000,18000,6600000,2023
182743,210000,4000,326000,2023
223344,1600000,10000,2700000,2023
251504,2200000,5000,5100000,2023
213105,1300000,5000,2400000,2024
223857,750000,2000,1000000,2022
231025,1900000,3000,3300000,2022
243057,2800000,21000,6900000,2025
259953,550000,500,1200000,2021
200818,1000000,5000,1300000,2022
213106,1000000,7000,1400000,2023
241010,1300000,5000,2000000,2022
254578,2900000,1000,6200000,2023
256370,1300000,3000,1600000,2022
263283,1100000,500,2500000,2024
213619,400000,1000,540000,2021
213878,1200000,4000,0,2022
216182,600000,7000,870000,2023
243574,1800000,3000,3000000,2021
245368,2500000,15000,5300000,2022
201083,1200000,4000,1600000,2023
200059,950000,7000,1500000,2023
239738,2600000,5000,4900000,2025
228730,2200000,500,5300000,2025
225145,875000,500,1900000,2022
157305,220000,2000,275000,2021
204153,1000000,6000,1600000,2022
253816,2600000,500,6100000,2022
244344,1600000,500,0,2022
186998,600000,3000,900000,2023
216184,1200000,5000,1700000,2023
219767,1200000,3000,2000000,2026
214135,825000,950,1100000,2022
201847,1100000,5000,1700000,2025
189558,1000000,4000,1400000,2024
188278,800000,1000,1000000,2023
253302,1200000,550,2600000,2022
244085,1400000,6000,2300000,2023
223603,1200000,8000,2300000,2024
230515,1200000,7000,2300000,2024
252376,2600000,5000,5500000,2023
258264,1200000,500,2700000,2023
221658,1200000,12000,2100000,2022
233178,1900000,4000,3100000,2022
234202,1900000,4000,2900000,2022
227547,1400000,7000,2900000,2024
228827,1700000,3000,3100000,2022
230363,750000,7000,1400000,2024
244187,1500000,7000,3100000,2023
179931,400000,3000,700000,2024
190939,400000,1000,540000,2023
209372,1200000,5000,1700000,2022
210140,210000,11000,357000,2023
216284,1200000,4000,2000000,2022
234972,1200000,5000,2100000,2023
263389,1300000,8000,2600000,2023
169181,130000,2000,189000,2022
173533,600000,12000,1100000,2022
177373,575000,3000,748000,2023
216286,1200000,3000,1500000,2023
176094,210000,3000,305000,2021
216281,1000000,6000,1400000,2023
219771,1300000,3000,1600000,2022
241523,2700000,17000,5900000,2023
238040,2300000,3000,3800000,2022
252275,1600000,4000,2700000,2024
254067,1600000,7000,0,2021
194163,775000,3000,1200000,2021
200820,1200000,4000,2100000,2023
211060,875000,2000,1100000,2024
221556,1400000,4000,2300000,2023
225396,1300000,5000,1900000,2023
225652,1800000,12000,3600000,2024
229748,1400000,7000,2100000,2026
235124,2300000,13000,4400000,2022
235636,1900000,500,4400000,2025
239476,1700000,7000,2700000,2023
247668,2600000,4000,4300000,2022
254068,1900000,500,4600000,2023
198517,850000,2000,1500000,2022
199384,825000,5000,1200000,2022
202968,1200000,5000,1600000,2023
148696,275000,2000,344000,2021
230872,2600000,3000,5700000,2022
236963,1200000,3000,1700000,2022
201038,1000000,8000,1500000,2024
231587,1400000,3000,2400000,2021
177564,230000,2000,357000,2022
186781,110000,1000,160000,2021
250781,675000,3000,979000,2022
230557,1600000,10000,0,2022
222109,1300000,3000,2400000,2023
204445,700000,3000,1200000,2022
262301,1200000,3000,2000000,2022
261532,2200000,500,5200000,2021
253596,325000,500,699000,2021
250780,1900000,5000,3100000,2023
243100,1200000,5000,2000000,2023
242332,2400000,4000,5800000,2024
164766,525000,6000,998000,2022
232860,975000,4000,1200000,2022
222876,950000,12000,1900000,2022
251547,2200000,6000,4400000,2024
246683,2400000,14000,0,2022
210843,925000,8000,1500000,2023
216218,1300000,5000,2000000,2026
263578,2400000,1000,6400000,2024
235022,1600000,4000,2900000,2022
207887,1200000,6000,2000000,2022
213007,1100000,12000,1900000,2023
217502,170000,5000,247000,2022
235166,1500000,2000,2200000,2023
225187,1300000,4000,1900000,2022
236192,1100000,6000,2100000,2024
135587,110000,3000,198000,2023
241570,2300000,4000,0,2021
239010,1200000,3000,2000000,2023
226210,1500000,3000,2600000,2021
256161,2100000,500,4900000,2023
254881,1000000,4000,1300000,2022
252577,2100000,3000,0,2022
235425,1900000,2000,3100000,2021
222369,1400000,5000,2300000,2024
247200,1400000,4000,2300000,2024
229536,1300000,5000,2000000,2022
251806,2400000,4000,4099999,2024
225440,1300000,5000,2000000,2022
159904,700000,700,945000,2026
251551,2300000,6000,0,2022
236191,1100000,5000,2100000,2024
230815,1400000,5000,2800000,2024
221599,700000,500,1500000,2023
214175,875000,950,1200000,2026
263583,900000,5000,1800000,2023
258718,1700000,3000,2800000,2024
252318,1500000,3000,2500000,2023
230559,1500000,5000,2400000,2024
237989,1000000,4000,1400000,2025
253347,1500000,5000,2700000,2023
264201,2300000,4000,3800000,2026
234249,2300000,9000,4800000,2025
255753,1500000,4000,0,2022
260105,2300000,10000,0,2022
263946,2200000,4000,4099999,2024
199946,850000,500,1800000,2023
210954,350000,500,753000,2021
215818,1400000,3000,2200000,2022
238346,1400000,4000,0,2022
244234,2300000,5000,0,2022
246282,1500000,5000,3000000,2023
251914,2100000,3000,3700000,2022
215563,700000,5000,945000,2022
189451,650000,500,1400000,2021
262412,2200000,2000,5100000,2024
201484,1000000,2000,1600000,2021
206089,1300000,5000,2000000,2023
255240,1500000,3000,2800000,2021
205068,675000,5000,945000,2024
254472,2400000,1000,4700000,2023
215557,1400000,4000,3000000,2023
242181,1400000,5000,0,2022
254725,2300000,500,5400000,2025
259845,110000,500,237000,2021
232454,275000,1000,344000,2022
244486,1500000,5000,3000000,2024
208391,925000,2000,1900000,2022
210439,500000,4000,875000,2022
222215,1200000,2000,1600000,2022
229127,1700000,2000,2800000,2022
240903,1300000,3000,2100000,2024
242183,2300000,10000,0,2022
213512,900000,3000,1400000,2021
217096,1200000,7000,2400000,2023
241672,825000,1000,1100000,2024
204044,1100000,3000,1600000,2022
240908,2100000,4000,4600000,2025
142756,325000,3000,471000,2021
182207,110000,2000,193000,2022
264383,2100000,500,5000000,2024
243646,2200000,4000,0,2022
238526,1900000,2000,0,2022
238270,1400000,2000,1900000,2021
238014,700000,4000,1000000,2023
237758,1400000,4000,2100000,2022
246438,850000,4000,0,2022
244134,2500000,11000,5300000,2026
235942,1600000,5000,3200000,2022
228774,1600000,2000,3100000,2023
253349,1600000,500,3600000,2023
184229,525000,2000,656000,2023
222991,850000,3000,1100000,2022
200357,700000,500,1500000,2022
235684,1100000,7000,2000000,2024
222399,1200000,4000,2200000,2023
184255,850000,2000,1100000,2021
251916,2300000,6000,5100000,2024
193057,850000,4000,1300000,2024
192012,975000,14000,1600000,2022
257804,2100000,4000,4600000,2023
212493,1200000,4000,2200000,2023
230413,850000,8000,1600000,2024
239629,2000000,13000,0,2022
240653,1400000,3000,2000000,2023
251149,850000,500,1800000,2024
251405,2100000,4000,3700000,2023
262414,2300000,3000,5300000,2024
224014,1000000,3000,1400000,2022
252706,2100000,3000,3600000,2022
244514,850000,700,1100000,2024
244258,170000,500,374000,2024
239394,1300000,9000,2000000,2024
228130,325000,2000,406000,2022
23823,180000,1000,225000,2021
243478,2400000,3000,5300000,2023
256271,875000,5000,1200000,2024
260265,1200000,500,2700000,2021
234668,1500000,5000,2700000,2022
184747,825000,13000,1600000,2022
233643,1000000,6000,2100000,2022
229803,1200000,3000,1800000,2022
244394,2100000,3000,3800000,2022
235946,2300000,3000,3900000,2023
254889,1000000,2000,1300000,2022
182440,800000,4000,1000000,2022
178089,625000,1000,844000,2022
241833,1400000,5000,0,2022
234665,1100000,7000,1700000,2024
232873,1400000,3000,1900000,2023
214697,875000,2000,1200000,2021
210601,875000,4000,1300000,2022
257196,1200000,3000,1800000,2023
213933,1500000,2000,2200000,2023
234925,2100000,4000,0,2022
235949,1500000,2000,2500000,2025
175789,625000,6000,1300000,2023
251309,1600000,2000,3200000,2022
214446,1100000,4000,1700000,2022
232622,825000,2000,1000000,2022
234158,1600000,5000,0,2022
237742,1300000,3000,1700000,2022
243886,1400000,3000,1900000,2022
244654,1800000,2000,2600000,2022
242863,1900000,10000,3600000,2025
244143,2300000,6000,3700000,2023
255151,1800000,1000,3800000,2022
260271,1300000,500,2900000,2021
211888,875000,1000,1300000,2023
201129,1000000,4000,1400000,2023
232360,1300000,3000,2400000,2024
243632,2300000,9000,0,2022
252193,2500000,3000,4300000,2023
203265,975000,3000,1400000,2022
199169,975000,3000,1400000,2022
243968,1200000,8000,1900000,2023
240640,825000,6000,1200000,2021
236288,1500000,2000,2000000,2022
253473,2600000,8000,6300000,2024
245537,2400000,2000,3500000,2024
216744,1200000,4000,2200000,2024
242209,900000,500,1900000,2021
259360,2100000,1000,4600000,2024
252704,2200000,4000,4300000,2024
251936,1300000,4000,1900000,2024
237600,1500000,5000,2400000,2023
229664,1000000,500,2200000,2021
204033,975000,3000,1700000,2023
253953,2200000,4000,3700000,2023
215810,1100000,16000,1900000,2022
216834,850000,2000,1500000,2023
223746,850000,900,1100000,2026
228354,1500000,5000,2400000,2025
229890,1200000,4000,2600000,2024
242946,1600000,4000,3100000,2024
188674,825000,6000,1700000,2022
182694,750000,4000,1300000,2022
257190,2300000,8000,4600000,2024
262311,2100000,3000,3500000,2022
202663,1000000,5000,1800000,2022
221095,1400000,3000,2300000,2022
230055,1900000,5000,0,2021
232871,1200000,7000,2000000,2023
180903,800000,2000,1000000,2024
225712,1100000,6000,1900000,2022
200113,975000,2000,1700000,2025
194319,1000000,4000,1900000,2023
242964,2500000,16000,6300000,2025
246803,1400000,2000,2200000,2021
247315,1000000,5000,1300000,2022
258893,2100000,6000,4200000,2024
261139,1200000,500,2700000,2022
204820,975000,3000,1700000,2023
227604,1500000,6000,2500000,2023
192020,875000,7000,1500000,2021
215574,1500000,3000,2100000,2022
208917,525000,10000,893000,2023
230933,1300000,2000,2000000,2024
232469,850000,8000,1400000,2022
243733,1300000,3000,2000000,2022
255253,2500000,3000,6600000,2024
202518,825000,6000,1200000,2022
176403,325000,3000,0,2021
239635,1400000,6000,2900000,2025
232467,975000,4000,1200000,2022
211987,1200000,6000,2000000,2022
242194,750000,500,1700000,2022
234258,1500000,3000,2900000,2024
231442,2300000,9000,4800000,2024
215314,850000,2000,1100000,2022
210706,1100000,4000,1500000,2022
200466,675000,6000,1100000,2023
244753,1600000,9000,3300000,2023
240913,2200000,17000,4500000,2022
248080,1300000,2000,1900000,2023
179984,650000,4000,943000,2022
202512,925000,8000,1500000,2022
262416,2500000,2000,6800000,2024
261647,2300000,6000,6000000,2024
205846,900000,3000,1900000,2022
229910,2000000,4000,3500000,2023
225713,1400000,8000,2900000,2022
224690,950000,7000,1500000,2022
209667,975000,3000,1400000,2022
214195,975000,950,1400000,2026
204211,700000,5000,945000,2023
191154,850000,2000,1100000,2022
246450,2300000,2000,3900000,2025
237490,2100000,2000,3500000,2023
214706,170000,1000,230000,2021
230166,325000,4000,618000,2024
202162,650000,3000,975000,2025
191153,775000,1000,1000000,2022
251057,1200000,2000,1700000,2022
181681,350000,5000,613000,2022
231601,1200000,6000,1900000,2022
230321,700000,4000,1300000,2024
156675,325000,3000,569000,2022
243481,2400000,2000,5100000,2026
241689,2200000,7000,4400000,2023
233241,1500000,3000,2200000,2023
220185,1500000,16000,2800000,2022
210713,1200000,2000,1600000,2023
207641,975000,2000,1300000,2022
246808,1200000,3000,1700000,2022
245528,1300000,4000,2200000,2023
245016,1600000,2000,3200000,2024
170008,325000,7000,618000,2022
229912,1500000,4000,3100000,2022
259607,825000,500,1800000,2021
234007,1000000,9000,1900000,2024
255766,1300000,11000,2200000,2022
261636,2100000,2000,3000000,2025
243222,2300000,3000,3700000,2024
263941,2300000,9000,5500000,2022
241445,1400000,8000,2900000,2022
257540,2400000,9000,5600000,2023
256516,2400000,4000,6500000,2024
256107,1500000,2000,2600000,2025
247147,1500000,800,2100000,2024
233835,2300000,3000,3600000,2022
232811,1000000,5000,1300000,2022
228971,325000,3000,520000,2022
212075,1000000,5000,1300000,2024
258922,2500000,30000,5600000,2022
255082,1000000,3000,1400000,2022
251754,1500000,3000,2500000,2024
251498,1300000,500,3100000,2021
245098,850000,4000,1100000,2022
238186,2000000,10000,0,2022
236650,2100000,9000,4400000,2023
220801,925000,500,2000000,2021
216193,825000,4000,1200000,2022
205185,975000,5000,0,2022
253824,1300000,500,2900000,2025
192363,825000,2000,1000000,2023
157804,110000,15000,204000,2022
226924,1100000,5000,1600000,2022
238446,2100000,6000,5000000,2023
239215,2300000,4000,4099999,2022
227951,2100000,2000,4099999,2022
219759,1000000,5000,1800000,2023
199535,875000,6000,1300000,2023
192110,1100000,3000,1600000,2021
248174,2300000,4000,0,2022
179822,325000,500,715000,2023
234350,1600000,3000,2900000,2022
166764,325000,2000,569000,2023
213614,1300000,2000,1700000,2024
173165,500000,5000,850000,2022
227693,1600000,4000,2600000,2022
222573,1500000,6000,2800000,2022
199277,825000,5000,1200000,2022
192620,650000,5000,975000,2022
242284,1600000,7000,0,2022
251776,1100000,500,2400000,2021
179840,475000,3000,594000,2022
213375,825000,7000,1500000,2022
202106,850000,6000,1300000,2022
256890,2500000,3000,0,2022
190330,975000,2000,1600000,2022
243834,2300000,3000,3900000,2022
225146,1400000,2000,2600000,2023
223354,925000,5000,1200000,2023
214650,1200000,2000,1600000,2022
204922,925000,3000,1400000,2022
254585,2300000,5000,3900000,2023
199803,675000,2000,979000,2024
252793,2300000,4000,4900000,2024
212601,1200000,8000,2100000,2023
201081,950000,3000,1400000,2023
239224,1600000,5000,2700000,2023
222840,1200000,3000,2600000,2024
198776,1100000,6000,1900000,2022
259959,2000000,500,4800000,2024
259706,1100000,500,2400000,2024
216187,700000,3000,1100000,2022
260478,2300000,4000,4700000,2024
169596,475000,3000,713000,2021
237438,1300000,4000,1900000,2024
234622,975000,6000,1400000,2024
220030,1100000,2000,2100000,2022
254333,2200000,8000,4600000,2024
238461,2100000,3000,3800000,2025
168317,350000,3000,438000,2021
251260,1500000,7000,2300000,2022
208764,775000,2000,1100000,2023
219259,1400000,4000,2700000,2022
205948,1000000,6000,1500000,2022
202620,1000000,3000,1600000,2022
261499,2000000,2000,4500000,2024
193147,400000,2000,700000,2022
252027,2600000,6000,6000000,2025
244603,2500000,3000,5200000,2023
234107,2300000,5000,3900000,2023
240751,2000000,5000,4400000,2023
261999,0,0,0,
214896,1200000,500,2700000,2024
237254,2300000,4000,3800000,2024
198856,850000,6000,1300000,2023
260807,1000000,4000,1400000,2023
189383,825000,5000,1000000,2023
223687,700000,3000,1000000,2022
213959,1500000,3000,0,2021
207559,1200000,5000,1600000,2025
239558,2200000,3000,0,2022
233158,825000,2000,1000000,2022
233928,2100000,1000,3000000,2024
253637,950000,500,2100000,2021
241093,1900000,4000,3200000,2024
238277,1500000,3000,2400000,2022
237509,2300000,8000,4600000,2025
224965,1000000,4000,1800000,2022
212165,925000,6000,1400000,2022
234948,1500000,5000,0,2022
221896,1400000,3000,2100000,2023
225993,1100000,1000,1500000,2023
222916,1500000,3000,2700000,2023
193226,1000000,3000,1800000,2023
234892,1500000,3000,2400000,2021
236940,1600000,9000,3700000,2026
260811,650000,500,1400000,2021
256971,2500000,9000,3800000,2026
190667,975000,3000,1300000,2023
187339,975000,2000,1200000,2024
227787,1100000,2000,1400000,2022
253130,2600000,6000,7100000,2022
248009,725000,6000,1000000,2024
246730,925000,500,2000000,2022
239050,1000000,5000,2000000,2024
225738,2000000,3000,3600000,2024
217802,1100000,3000,1500000,2024
212170,1200000,3000,2200000,2026
206538,950000,5000,1800000,2023
251337,1000000,3000,1700000,2024
232388,1100000,4000,2400000,2024
264388,2300000,500,5100000,2023
233840,1500000,5000,0,2022
182897,500000,3000,725000,2022
242802,2000000,3000,3600000,2023
241266,2200000,10000,0,2022
240498,1500000,5000,3000000,2023
169586,650000,4000,1200000,2022
231538,1200000,4000,1900000,2022
263282,1300000,500,3000000,2024
191089,1000000,13000,1900000,2022
236657,2300000,5000,3900000,2024
253810,1000000,500,2200000,2021
222577,1200000,6000,2000000,2021
210801,1000000,3000,0,2021
135537,180000,2000,243000,2022
254320,2500000,3000,0,2022
253296,2100000,500,5000000,2021
238704,2000000,500,4800000,2022
236144,1200000,6000,2300000,2024
253554,850000,500,1800000,2021
211315,1000000,4000,1400000,2023
234179,850000,500,1800000,2022
252865,2400000,5000,5500000,2023
220355,1000000,10000,0,2022
214211,1000000,950,1400000,2021
260290,2300000,2000,0,2022
251330,1900000,3000,3000000,2023
235714,2300000,6000,4400000,2024
214722,800000,1000,1100000,2021
206530,1300000,2000,1700000,2023
182209,700000,5000,1300000,2022
211827,1100000,3000,1800000,2023
231105,1200000,1000,2200000,2024
228033,825000,7000,1300000,2024
182464,525000,5000,814000,2021
223680,1400000,5000,2500000,2023
242547,1200000,5000,1800000,2022
228211,1400000,5000,2200000,2022
220019,1300000,5000,2400000,2022
190583,1000000,5000,1800000,2022
254071,650000,500,1400000,2021
224375,1100000,500,2400000,2026
225174,1200000,2000,2200000,2022
224915,1500000,14000,2800000,2025
228243,1400000,4000,2100000,2023
229267,1200000,2000,1800000,2022
215700,1200000,5000,2200000,2024
235157,1600000,6000,2800000,2023
256149,2200000,500,5300000,2021
212374,1200000,5000,2500000,2022
227990,1000000,3000,1600000,2023
256402,2400000,2000,5100000,2025
229270,1100000,13000,0,2022
243606,2200000,4000,4500000,2023
248470,2100000,6000,3500000,2023
203159,325000,3000,504000,2022
205975,900000,3000,1200000,2023
228759,1400000,2000,0,2022
232599,1500000,3000,2500000,2022
201875,500000,2000,750000,2021
251026,1000000,4000,1400000,2023
244375,1100000,500,2500000,2025
230288,1000000,10000,1900000,2024
226702,1600000,3000,2600000,2023
238222,1900000,2000,2900000,2023
212367,1100000,2000,2400000,2023
238479,950000,7000,1600000,2023
246159,2300000,14000,0,2022
246927,1500000,500,3400000,2024
223120,1300000,3000,2200000,2023
240784,2100000,5000,4400000,2023
241810,2100000,3000,3800000,2022
245392,2200000,500,0,2022
199569,1000000,4000,1500000,2021
233105,900000,5000,1700000,2022
236177,1000000,6000,1900000,2024
239249,2200000,5000,4800000,2024
188305,500000,4000,725000,2023
204690,825000,7000,1300000,2022
234903,1800000,3000,3100000,2023
244887,1900000,4000,3100000,2023
208782,875000,3000,1300000,2022
213795,1200000,2000,2600000,2023
238885,1600000,3000,0,2022
209957,875000,7000,1600000,2022
228644,900000,4000,1300000,2022
225060,850000,12000,1400000,2022
220708,1200000,6000,2000000,2023
204324,1200000,3000,2200000,2023
233763,2000000,10000,0,2022
239363,1500000,9000,3200000,2023
263200,1000000,5000,1400000,2024
241411,2100000,6000,4400000,2022
179971,850000,5000,1300000,2023
246787,2500000,3000,5600000,2024
211204,1200000,4000,2200000,2024
221700,700000,2000,875000,2022
233476,2200000,4000,3200000,2024
186116,975000,5000,1800000,2022
240677,1300000,2000,1800000,2022
243749,1200000,5000,2000000,2022
248471,2400000,5000,4000000,2023
246937,2300000,2000,3300000,2022
209816,1100000,5000,1700000,2022
239512,1900000,2000,3100000,2022
239768,925000,4000,1300000,2023
230297,975000,8000,1900000,2024
233881,1600000,3000,2700000,2023
239513,2000000,9000,4200000,2023
244889,2200000,4000,3600000,2023
251545,2200000,7000,0,2022
262438,1400000,2000,3000000,2024
188313,850000,3000,1100000,2022
223747,1100000,3000,2000000,2022
236547,1100000,500,2400000,2024
235814,900000,2000,1400000,2022
234278,850000,4000,1300000,2023
234022,1100000,8000,2100000,2024
207910,700000,2000,875000,2022
222094,1000000,3000,1600000,2022
234381,1000000,5000,1600000,2024
264311,2600000,10000,0,2022
259977,1600000,5000,2600000,2022
245898,1300000,6000,2100000,2022
242058,1200000,4000,1700000,2022
233098,2000000,5000,4400000,2024
226442,975000,5000,2000000,2023
222346,875000,6000,1400000,2021
204682,1000000,5000,1400000,2022
263562,1300000,6000,2700000,2023
254601,950000,500,2200000,2021
208523,1000000,4000,2100000,2023
184457,825000,4000,1200000,2023
248201,2300000,500,5500000,2024
236681,1500000,4000,2300000,2022
232329,1600000,5000,3400000,2023
254344,1300000,5000,2000000,2023
252552,2300000,500,6300000,2024
228232,110000,500,237000,2021
202123,1100000,9000,2100000,2023
234379,1200000,2000,2600000,2023
255111,2500000,4000,5800000,2023
259700,825000,500,1800000,2021
256118,2200000,6000,4400000,2024
229494,825000,11000,1700000,2022
222838,925000,3000,1400000,2026
145014,350000,2000,438000,2022
258165,2200000,12000,0,2022
256885,2500000,3000,5600000,2025
240501,1400000,3000,2000000,2024
52340,180000,3000,261000,2022
234891,1500000,7000,2800000,2024
210548,1300000,13000,2400000,2023
254579,2200000,8000,4600000,2024
244851,2100000,5000,3600000,2023
213644,875000,8000,1400000,2023
200076,800000,5000,1300000,2023
254859,2400000,9000,6100000,2025
251019,950000,3000,1400000,2023
211848,1000000,4000,1600000,2023
176007,850000,5000,1100000,2022
231821,1200000,11000,2100000,2022
241281,2200000,4000,3700000,2024
231299,275000,500,591000,2021
225667,1600000,4000,3100000,2024
219779,1100000,2000,1900000,2022
217730,875000,4000,1300000,2022
201346,1000000,3000,1800000,2023
254849,2400000,6000,0,2022
188289,850000,5000,1500000,2022
232577,925000,5000,1200000,2022
251011,1500000,3000,2500000,2022
229249,1300000,3000,2000000,2021
163201,110000,6000,220000,2023
222081,1200000,2000,1600000,2022
237452,1200000,5000,1600000,2022
182412,475000,6000,736000,2021
202893,1000000,500,2200000,2021
213901,1100000,11000,2000000,2022
246659,950000,2000,1300000,2024
193411,500000,6000,725000,2023
236167,1200000,4000,2300000,2024
245637,2400000,7000,5600000,2025
220807,2000000,7000,4200000,2023
219527,925000,3000,1400000,2021
255110,2100000,2000,3600000,2021
246406,1200000,3000,1900000,2022
237702,2200000,9000,4600000,2023
235398,1200000,3000,1700000,2023
190597,975000,4000,1500000,2023
178565,375000,5000,544000,2021
215940,875000,5000,1100000,2022
229765,1000000,3000,1600000,2022
228997,1300000,13000,2700000,2024
228741,1000000,500,2200000,2021
220805,1100000,1000,1500000,2022
264325,2300000,21000,4400000,2024
260740,2100000,4000,4800000,2025
252036,2100000,4000,0,2021
212000,1200000,6000,2000000,2022
251155,1400000,4000,2100000,2023
248863,1500000,500,3300000,2021
238389,2400000,6000,6100000,2025
225270,1500000,5000,0,2021
218614,1200000,4000,2600000,2023
208630,1000000,3000,1400000,2022
208374,850000,2000,1200000,2023
252917,2200000,4000,4800000,2023
205045,950000,7000,1500000,2025
208949,850000,11000,1400000,2023
225077,1500000,2000,2000000,2023
200502,550000,2000,880000,2022
251831,1600000,4000,0,2021
226102,850000,3000,1500000,2022
227638,1400000,9000,2600000,2022
244022,1400000,3000,2600000,2023
255286,1000000,5000,2100000,2023
212791,1000000,5000,1300000,2022
225847,1400000,5000,2800000,2023
229175,1200000,2000,1800000,2022
232759,2200000,8000,4600000,2022
259318,1300000,5000,2000000,2023
198903,825000,12000,1500000,2022
220663,1300000,4000,1700000,2026
226295,2300000,2000,4500000,2023
259322,1900000,500,4500000,2021
235514,1100000,9000,1900000,2022
235258,700000,500,1500000,2022
230687,1500000,6000,2300000,2023
220922,1000000,9000,1600000,2024
201978,1100000,4000,1500000,2022
259065,2100000,16000,5600000,2023
242937,1500000,500,3400000,2023
193272,875000,3000,1300000,2023
254200,700000,500,1500000,2021
247288,2200000,4000,5100000,2023
230136,1500000,9000,3000000,2022
224504,1300000,3000,1900000,2022
202744,1000000,5000,1500000,2023
200696,950000,3000,1500000,2023
238071,2400000,18000,0,2022
229879,975000,3000,1500000,2026
242999,2500000,33000,5600000,2023
244023,1600000,5000,2800000,2022
230200,1100000,3000,2100000,2024
260158,2100000,4000,4600000,2024
215615,850000,3000,1400000,2022
223551,825000,3000,1400000,2022
243520,2500000,9000,6300000,2025
244288,2500000,10000,5500000,2024
247360,2500000,2000,5200000,2024
193344,850000,6000,1300000,2023
209729,1200000,3000,2200000,2023
217153,800000,6000,1200000,2021
220737,650000,900,878000,2022
242753,2200000,8000,0,2022
248385,2500000,12000,4800000,2025
197954,975000,3000,0,2021
199490,1000000,4000,0,2022
213570,900000,3000,1600000,2023
226114,1300000,2000,1700000,2021
244034,2100000,3000,3500000,2023
252738,2100000,500,5000000,2023
202559,975000,1000,1300000,2025
241726,2200000,2000,3200000,2025
233272,1200000,3000,1700000,2023
175934,500000,4000,725000,2023
236344,2300000,13000,0,2022
254008,1300000,2000,2200000,2022
216377,825000,8000,1300000,2022
225849,1200000,7000,2000000,2022
211002,650000,2000,813000,2022
211514,975000,5000,1800000,2024
232250,2100000,5000,4400000,2023
251194,1200000,500,2700000,2023
264251,1600000,500,3600000,2026
202043,1000000,4000,1300000,2022
236859,875000,6000,1300000,2022
253755,2600000,2000,5500000,2026
193851,975000,1000,1400000,2023
221244,1000000,2000,1400000,2026
232252,2100000,2000,3600000,2024
234300,1600000,9000,0,2021
250941,2200000,3000,3600000,2023
261626,1600000,5000,3200000,2024
202491,1000000,5000,1800000,2022
211195,1100000,3000,1700000,2022
232635,1500000,2000,2000000,2023
190907,975000,4000,1200000,2022
259771,1900000,3000,4400000,2022
260283,1500000,4000,2100000,2022
202428,1000000,4000,1500000,2022
204476,825000,4000,1200000,2022
212156,1100000,6000,1600000,2022
214972,1200000,4000,1800000,2021
231356,1300000,2000,2400000,2022
166844,0,0,0,
233148,1000000,3000,0,2022
183228,475000,4000,641000,2022
201149,850000,3000,1300000,2022
229053,850000,5000,1700000,2022
238269,1400000,2000,2100000,2021
240829,1600000,6000,2800000,2024
176061,230000,2000,334000,2026
244669,2300000,2000,4099999,2024
234683,2300000,16000,0,2022
228283,1200000,5000,2500000,2023
189885,625000,2000,781000,2023
201403,1000000,1000,1400000,2022
205752,1000000,2000,1800000,2023
220600,1100000,3000,1700000,2021
232376,725000,4000,906000,2022
188856,875000,3000,1300000,2023
124344,0,3000,0,2022
256952,1400000,2000,2600000,2022
210361,850000,7000,1300000,2023
224185,1300000,4000,1700000,2023
231353,1500000,8000,2500000,2024
232377,1200000,5000,1700000,2022
243129,1900000,4000,0,2021
220090,825000,2000,1100000,2024
